Player,Team,Team within selected timeframe,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %"
D. Keillor-Dunn,Barnsley,Barnsley,"CF, AMF, LW",27,750000,30/06/2027,16,1354,4,5.52,0,1.37,15.69,38.56,England,"England, Scotland",right,180,68,no,3.59,3.06,63.04,3.79,36.84,0,0,0.2,1.66,2.57,0.53,1,0.07,0,0,2.26,0.27,4,0.27,0.37,0,0,33,2.19,36.36,12.121,0,0.86,30.77,0.53,37.5,0.33,20,0.33,2.33,48.57,6.85,33.01,3.19,0.86,0.33,18.35,1.6,1,26.06,82.4,4.92,56.76,8.11,96.72,8.97,87.41,22.93,85.8,2.26,67.65,18.92,33.25,0.09,0.66,0.07,0.07,0.13,50,0.13,2.99,66.67,1.26,47.37,0.47,28.57,0.73,0.27,3.06,67.39,0,,0,,0,0,0,0,,,0.2,,,0.33,0.07,0,1.66,0,0
J. Earl,Barnsley,Barnsley,"LCB, LB",26,750000,30/06/2027,16,1575,1,1.51,0,0.57,20.06,55.84,England,England,left,195,78,no,10,6.97,68.85,6.06,58.49,0.06,0.08,0.46,5.14,7.54,1.2,5,0.29,0,0,1.31,0.06,1,0.06,0.09,0,0,10,0.57,50,10,0,1.26,50,1.2,52.38,0.06,0,0.11,0.86,40,4.17,36.99,1.26,1.66,0.11,23.71,0.91,0.63,38.23,78.48,18.17,68.55,3.71,93.85,12,87.14,27.49,87.73,9.54,55.69,24.56,43.96,0.03,0.63,0,0.06,0.17,33.33,0.29,8.51,61.07,2.51,59.09,0.57,50,0.86,0.57,10.51,75.54,0,,0,,0,0,0,0,,,1.03,,,0.34,0,0,0,0,0
L. Sørensen,Huddersfield Town,Huddersfield Town,"RWB, RB",24,700000,30/06/2027,11,851,0,0.1,2,0.97,16.71,44.3,Denmark,Denmark,right,185,78,no,5.5,6.24,55.93,2.86,48.15,0,0,0.21,2.01,2.84,0.95,1,0.11,0,0,2.43,0,0,0,0.01,0,0,3,0.32,0,0,0.21,3.81,25,0,0,3.81,25,0.21,2.33,59.09,5.18,38.78,1.37,1.16,0.32,23.8,2.96,0.32,33.42,66.46,10.68,48.51,6.03,92.98,10.26,74.23,24.43,79.65,5.18,34.69,20.67,42.16,0.1,1.27,0,0,0.32,33.33,0.63,6.24,45.76,3.7,42.86,0.74,14.29,0.95,0.95,8.04,73.68,0,,0,,0,0,0,0,,,0.74,,,0,0,0,0,0,0
A. Mbengue,Reading,Reading,RCB,22,700000,30/06/2025,15,1442,1,0.46,0,0.29,16.48,53.79,Senegal,"Senegal, France",right,180,75,no,9.8,6.37,65.69,3.5,50,0.19,0.26,0.94,5.43,7.5,1.12,4,0.25,0,0,0.94,0.06,1,0.06,0.03,0,0,4,0.25,50,25,0,0.44,42.86,0,0,0.44,42.86,0.12,1.19,52.63,4.31,42.03,0.69,1.31,0.81,25.34,0.25,1.31,41.88,79.88,21.41,70.26,2.37,89.47,13.48,91.2,31.64,88.36,9.86,53.8,25.1,45.32,0.02,0.31,0.12,0,0.06,0,0,7.55,57.02,1.31,47.62,0.37,50,0.44,0.19,10.42,71.26,0,,0,,0,0,0,0,,,1.44,,,0,0,0,0.06,0,0
J. Lawrence-Gabriel,Blackpool,Blackpool,RB,26,700000,30/06/2025,13,1125,0,1.44,0,0.19,17.44,59.17,England,"England, Scotland",right,178,75,no,8.48,4.96,66.13,4.64,60.34,0.4,0.61,0.8,4.8,7.32,0.32,1,0.08,0,0,1.2,0,0,0,0.12,0,0,8,0.64,50,0,0,1.04,23.08,0,0,1.04,23.08,0,1.04,61.54,5.52,57.97,1.04,1.44,0.56,26.8,1.52,3.04,35.2,78.86,14.8,68.11,6.08,96.05,8.8,91.82,29.28,86.61,4.88,44.26,18.85,32.12,0.01,0.32,0.08,0.08,0.16,0,0.08,3.52,56.82,1.04,38.46,0.32,25,0.16,0.24,6.32,65.82,0,,0,,0,0,0,0,,,0.72,,,0,0,0,0,0,0
S. Roughan,Lincoln City,Lincoln City,"LCB, LB",21,700000,30/06/2025,17,1696,1,0.43,2,1.53,11.52,64.52,Republic of Ireland,Republic of Ireland,left,183,73,no,8.33,4.94,72.04,3.13,61.02,0.21,0.27,0.37,4.56,5.77,0.48,2,0.11,0,0,1.75,0.05,1,0.05,0.02,0,0,6,0.32,66.67,16.667,0.11,2.87,38.89,2.71,39.22,0.16,33.33,0.42,0.58,63.64,1.54,58.62,0.37,1.8,0.05,25.79,0.96,0.53,38.74,72.05,22.18,66.03,2.28,95.35,10.67,82.09,22.98,83.6,13.16,58.87,28.28,43.45,0.08,1.01,0.05,0,0.05,100,0.37,10.93,61.17,3.61,48.53,1.01,63.16,0.8,1.17,14.59,76.73,0,,0,,0,0,0,0,,,0.37,,,1.54,0.16,33.33,1.22,0,0
E. Lee,Wrexham,Wrexham,LCMF,29,700000,30/06/2027,17,1527,4,2.99,2,1.84,17.21,43.49,England,England,right,180,72,no,6.31,5.54,68.09,2.42,24.39,0.29,0.35,0.29,2.24,2.65,1.06,2,0.12,0,0,1.65,0.24,4,0.24,0.18,1,0.06,23,1.36,39.13,17.391,0.12,0.29,20,0.24,25,0.06,0,0.06,2.12,41.67,7.13,32.23,1.47,1.47,0.12,20.16,0.53,1.3,30.94,83.43,8.84,71.33,8.25,93.57,8.61,86.3,28.11,87.21,2.53,48.84,17.46,30.89,0.11,0.83,0.12,0.24,0.29,60,0.29,4.3,68.49,1.53,61.54,0.29,0,1.06,0.06,4.48,71.05,0,,0,,0,0,0,0,,,0.18,,,0.94,0.12,50,1.36,0,0
T. Aasgaard,Wigan Athletic,Wigan Athletic,"LCMF, AMF, CF",22,700000,30/06/2028,16,1359,5,6.21,1,1.38,22.19,40.6,England,"England, Norway",right,170,58,no,5.76,3.91,62.71,4.64,34.29,0.07,0.09,0.26,3.25,4.24,0.99,1,0.07,0,0,3.58,0.33,5,0.33,0.41,1,0.07,40,2.65,47.5,12.5,0.07,0.73,63.64,0.53,50,0.2,100,0.07,3.05,58.7,10,38.41,2.58,1.92,0.13,16.42,0.4,1.92,25.17,83.95,5.7,62.79,7.28,98.18,9.14,86.96,22.52,86.76,1.92,58.62,19.43,32.47,0.09,0.6,0,0,0.07,100,0.33,3.05,69.57,1.39,66.67,0.4,66.67,0.93,0.53,2.98,57.78,0,,0,,0,0,0,0,,,0.26,,,0.33,0.33,60,0,0,0
B. Elliott,Reading,Reading,RCMF,22,700000,30/06/2026,16,1326,2,1.68,1,1.24,25.18,42.05,England,"England, Cameroon",right,180,71,no,8.76,8.08,60.5,2.17,31.25,0.2,0.29,0.34,3.67,5.14,1.76,3,0.2,0,0,2.44,0.14,2,0.14,0.11,0,0,21,1.43,28.57,9.524,0.07,0.34,20,0,0,0.34,20,0.07,3.26,52.08,12.76,32.98,1.15,2.1,0.2,19.48,0.14,1.7,34.21,82.14,11.33,66.47,7.74,94.74,8.82,88.46,32.24,84.63,1.63,45.83,16.38,32.88,0.08,0.95,0.07,0.07,0.54,50,0.48,4.75,74.29,1.97,62.07,0.41,33.33,1.22,0.07,5.29,66.67,0,,0,,0,0,0,0,,,0.34,,,0,0,0,0,0,0
L. Wing,Reading,Reading,DMF,29,650000,30/06/2026,16,1577,2,1.03,3,2.86,12.44,50,England,England,right,184,78,no,9.99,5.82,61.76,1.66,51.72,0.11,0.16,0.34,6.28,8.59,0.86,3,0.17,0,0,1.48,0.11,2,0.11,0.06,0,0,25,1.43,24,8,0.17,1.26,45.45,0.4,28.57,0.68,50,0.06,1.03,44.44,3.42,33.33,0.34,0.86,0,34.98,0.11,0.57,51.02,81.77,19.75,67.92,6.68,95.73,17.12,89.67,41.49,89.68,8.28,47.59,21.3,43.92,0.16,1.31,0.06,0,0.46,25,0.46,9.7,53.53,3.42,38.33,1.37,20.83,0.91,0.51,9.93,77.01,0,,0,,0,0,0,0,,,0.74,,,1.83,0.51,33.33,2.51,0,0
A. Evans,Huddersfield Town,Huddersfield Town,RCMF,26,600000,30/06/2027,12,710,2,1.86,0,0.85,15.59,44.72,England,England,right,186,80,no,7.23,5.2,63.41,2.41,31.58,0.76,1.05,0.38,3.17,4.36,1.65,3,0.38,0,0,1.27,0.25,2,0.25,0.24,0,0,19,2.41,26.32,10.526,0,0.89,28.57,0.13,100,0.63,20,0,0.76,50,4.31,38.24,0.89,0.51,0,19.65,0.63,1.27,29.79,73.62,10.65,52.38,7.35,94.83,7.99,80.95,24.59,81.44,4.31,38.24,19.48,31.08,0.11,1.27,0.25,0,0,0,0,4.82,42.11,1.52,41.67,0.13,0,0.25,0.25,3.93,70.97,0,,0,,0,0,0,0,,,0.76,,,2.15,0.38,33.33,3.3,0,0
S. Nombe,Rotherham United,Rotherham United,"CF, LWF",26,600000,30/06/2027,15,1195,3,5.23,1,1.17,27.11,33.33,England,England,right,180,75,no,4.14,4.74,61.9,6.33,23.81,0.23,0.34,0.15,0.98,1.46,1.58,1,0.08,0,0,3.31,0.23,3,0.23,0.39,1,0.08,27,2.03,40.74,11.111,0.08,1.73,30.43,0.45,33.33,1.28,29.41,0.23,3.31,54.55,11.52,26.14,2.94,1.21,0,6.93,1.13,1.51,10.54,62.86,2.86,63.16,2.64,88.57,2.56,47.06,8.59,70.18,0.53,28.57,18.12,19.38,0.09,0.68,0,0,0.15,100,0.53,0.83,63.64,1.58,61.9,0.15,100,0.83,0.45,1.88,72,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0
K. Dempsey,Bolton Wanderers,Bolton Wanderers,"RCMF, RWF",29,600000,30/06/2026,10,575,3,2.02,2,0.82,18,50.43,England,England,right,178,75,no,6.73,3.91,76,4.7,50,0.47,0.62,0.63,3.29,4.32,0.63,1,0.16,0,0,2.19,0.47,3,0.47,0.32,1,0.16,16,2.5,25,18.75,0.31,2.35,20,0,0,2.03,15.38,0,1.88,58.33,6.42,39.02,4.07,1.25,0.47,14.09,1.1,0.94,24.57,74.52,7.04,62.22,4.85,93.55,5.95,73.68,21.13,82.22,1.25,50,17.39,17.25,0.13,0.94,0,0,0.16,0,0.63,3.76,75,2.5,43.75,0.31,0,1.41,0.47,3.76,70.83,0,,0,,0,0,0,0,,,0,,,0,0,0,0.31,0,0
C. Sagoe Jr,Shrewsbury Town,Shrewsbury Town,LAMF,20,600000,31/05/2025,10,397,0,0.11,0,0.18,31.51,42.45,England,"England, Ghana",right,170,65,yes,8.61,6.35,64.29,3.17,35.71,0.23,0.34,0.23,4.31,6.55,1.36,0,0,0,0,4.53,0,0,0,0.02,0,0,4,0.91,50,0,0,2.72,8.33,2.72,8.33,0,0,0,7.48,51.52,17.46,41.56,2.27,3.17,0.91,14.06,0.91,3.17,21.31,72.34,4.99,54.55,4.99,95.45,5.89,73.08,16.78,86.49,1.81,37.5,19.29,9.15,0.04,0.45,0,0,0,0,0,2.27,90,1.59,0,0.23,0,0.91,0.23,2.95,53.85,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0
H. Odoffin,Rotherham United,Rotherham United,"RCMF, AMF, RB",26,600000,30/06/2025,14,1339,1,2.09,0,0.28,25.34,51.72,England,"England, Nigeria",right,191,81,no,8.2,6.52,63.92,9.34,56.12,0.94,1.31,0.2,3.09,4.31,1.28,2,0.13,0,0,1.21,0.07,1,0.07,0.14,1,0.07,13,0.87,30.77,7.692,0,0.94,21.43,0,0,0.94,21.43,0.13,1.34,55,5.91,40.91,1.95,1.01,0.2,10.62,0.67,1.34,21.37,72.64,7.39,58.18,3.7,94.55,5.91,71.59,18.48,79.27,2.02,33.33,17.33,26.28,0.02,0.34,0,0,0,0,0.07,3.23,50,1.41,38.1,0.2,33.33,0.34,0.34,3.36,54,0,,0,,0,0,0,0,,,0.34,,,0,0,0,0,0,0
C. Bramall,Rotherham United,Rotherham United,"LB, LWB, LW",28,600000,30/06/2025,10,666,0,0.24,0,0.27,15.81,52.14,England,England,left,178,72,no,8.65,5.95,68.18,2.97,36.36,0.54,0.87,0.14,4.05,6.52,0.41,0,0,0,0,2.7,0,0,0,0.03,0,0,4,0.54,25,0,0,3.51,38.46,3.51,38.46,0,0,0.54,2.43,50,4.73,45.71,0.95,2.57,0.68,19.73,0.54,0.68,32.97,73.77,11.08,60.98,7.84,94.83,7.97,67.8,25.41,80.32,4.05,63.33,18.62,22.41,0.04,0.68,0,0,0,0,0.14,3.51,69.23,3.24,41.67,0.14,100,0.27,1.22,6.22,69.57,0,,0,,0,0,0,0,,,0.41,,,0.27,0.27,50,0,0,0
C. Connolly,Stockport County,Stockport County,"RCB, RB",27,600000,30/06/2026,13,966,0,0.38,0,0,17.89,58.33,England,England,right,183,70,no,7.36,6.15,66.67,5.68,52.46,0.37,0.53,0.19,2.89,4.12,1.02,1,0.09,0,0,0.75,0,0,0,0.04,0,0,7,0.65,28.57,0,0,1.21,23.08,0,0,1.21,23.08,0.19,0.47,60,2.7,55.17,0.75,0.75,0.19,29.07,0.37,1.3,39.04,82.82,17.42,70.05,6.52,98.57,12.11,92.31,32.05,92.44,5.78,41.94,22.16,41.34,0,0,0,0,0,0,0,6.99,61.33,1.68,27.78,0.19,0,0.19,0.37,5.96,79.69,0,,0,,0,0,0,0,,,0.93,,,0,0,0,0,0,0
R. Jones,Peterborough United,Peterborough United,CF,22,600000,30/06/2025,16,1185,5,6.29,1,1.68,17.62,35.34,England,England,right,183,70,no,3.19,3.04,52.5,3.8,26,0.38,0.58,0.08,1.22,1.85,1.52,1,0.08,0,0,3.04,0.38,5,0.38,0.48,0,0,22,1.67,50,22.727,0.08,1.29,35.29,0.84,36.36,0.46,33.33,0.15,2.58,67.65,7.29,41.67,3.27,2.28,0.91,4.86,0.68,0.99,6.3,56.63,0.84,27.27,1.29,82.35,2.58,55.88,4.86,60.94,0.3,75,18.98,8.72,0.13,0.68,0.08,0.15,0,0,0.46,0.23,33.33,0.76,60,0.08,100,0.99,0.46,0.99,46.15,0,,0,,0,0,0,0,,,0.08,,,0,0,0,0,0,0
J. Randall,Peterborough United,Peterborough United,AMF,25,600000,30/06/2027,13,1057,4,2.98,2,1.76,8.94,48.57,England,England,right,177,66,no,2.64,2.55,66.67,0.6,57.14,0,0,0.09,0.94,1.45,0.43,2,0.17,0,0,1.79,0.34,4,0.34,0.25,0,0,20,1.7,50,20,0.17,0.94,18.18,0.77,22.22,0.17,0,0.09,0.94,63.64,4.94,39.66,2.72,2.13,0.34,20.78,1.02,0.77,27.59,82.72,8.51,71,6.9,97.53,8.09,84.21,25.8,86.47,0.85,40,17.11,18.48,0.15,0.68,0.17,0,0.51,33.33,0.34,4.09,72.92,1.79,80.95,0.34,25,1.19,0.17,4.68,72.73,0,,0,,0,0,0,0,,,0.17,,,0.34,0,0,1.87,0,0
O. O'Neill,Leyton Orient,Leyton Orient,"LAMF, RAMF, LW",21,600000,30/06/2026,14,1139,0,1.64,0,0.5,23.31,38.31,Republic of Ireland,"Republic of Ireland, England",right,0,0,no,8.69,7.59,59.38,5.22,21.21,0.16,0.23,0,4.03,5.84,2.13,5,0.4,0,0,2.29,0,0,0,0.13,0,0,16,1.26,37.5,0,0,2.13,11.11,1.34,5.88,0.79,20,0.47,2.92,54.05,6.95,34.09,2.53,1.26,0.4,12.8,1.34,0.4,22.6,70.63,6.72,55.29,7.19,86.81,5.22,71.21,19.2,79.01,1.26,43.75,15.86,19.2,0.04,0.47,0.08,0,0.08,0,0.08,2.13,55.56,1.98,36,0.24,33.33,0.55,0.24,2.29,62.07,0,,0,,0,0,0,0,,,0.16,,,0,0,0,0.08,0,0
G. Thomason,Bolton Wanderers,Bolton Wanderers,"LCMF, RCMF",23,600000,30/06/2027,11,962,2,0.67,0,0.85,14.69,45.86,England,England,left,177,69,no,6.36,6.08,60,1.87,30,0.37,0.59,0,2.34,3.71,2.34,5,0.47,0,0,1.31,0.19,2,0.19,0.06,0,0,13,1.22,30.77,15.385,0,1.03,36.36,0.84,33.33,0.19,50,0.19,0.47,80,3.37,41.67,1.59,0.94,0.09,28.81,0.28,1.03,44.06,80.47,14.78,59.49,10.48,96.43,11.51,87.8,38.36,88.29,4.77,25.49,18.72,40.57,0.08,0.75,0,0,0.28,66.67,0.37,6.74,48.61,2.62,50,0.65,14.29,1.03,0.28,6.92,64.86,0,,0,,0,0,0,0,,,0.47,,,0,0,0,0,0,0
Ricardo,Bolton Wanderers,Bolton Wanderers,CB,29,600000,30/06/2025,16,1569,1,0.43,0,0.02,16,64.87,Portugal,Portugal,right,196,100,no,9.58,5.51,70.83,4.65,77.78,0.52,0.77,0.86,5.16,7.71,1.15,4,0.23,0,0,0.23,0.06,1,0.06,0.02,1,0.06,5,0.29,40,20,0,0,0,0,0,0,0,0,0.17,66.67,1.89,24.24,0.75,0.57,0,32.18,0.11,0.75,47.9,85.99,17.27,72.43,2.12,97.3,23.69,94.43,42.05,91.95,5.85,43.14,21.42,41.81,0,0.06,0.11,0.06,0,0,0,5.33,60.22,0.29,40,0.29,20,0.17,0,7.28,59.06,0,,0,,0,0,0,0,,,1.72,,,0,0,0,0,0,0
N. Baxter,Bolton Wanderers,Bolton Wanderers,GK,26,600000,30/06/2025,11,1073,0,0,0,0,0.34,50,England,England,right,191,76,no,2.18,0,0,0.08,100,0,0,0,2.18,3.47,0,3,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,50,0,0,0,17.36,0.17,0,26.51,89.24,13,78.71,0,0,11.41,100,20.38,98.35,6.12,58.9,26.47,48.08,0,0,0,0,0,0,0,2.35,42.86,0.17,0,0.08,0,0,0,4.36,71.15,20,1.68,50,4.19,2,60,16.89,1.42,-3.11,-0.261,0,0.59,0.08,,,,0,0,0
C. Taylor,Wycombe Wanderers,Wycombe Wanderers,LCB,21,600000,30/06/2028,12,1115,0,1.7,0,0.04,19.53,68.18,England,England,right,188,82,yes,8.48,4.68,70.69,9.52,75.42,0.08,0.12,0.48,5.09,7.5,0.65,4,0.32,0,0,0.32,0,0,0,0.14,0,0,6,0.48,33.33,0,0,0,0,0,0,0,0,0,0.16,100,2.1,34.62,1.05,0.48,0,23,0.08,0.57,37.86,87.63,14.13,74.29,2.83,97.14,17.84,96.38,34.87,89.12,2.99,70.27,20.31,30.24,0,0.08,0,0,0,0,0,2.66,66.67,0.32,75,0.08,100,0.24,0,6.54,66.67,0,,0,,0,0,0,0,,,1.86,,,0,0,0,0,0,0
T. Small,Charlton Athletic,Charlton Athletic,"LWB, LB",20,600000,30/06/2025,11,679,0,0.31,0,1.31,14.71,42.34,England,"England, Panama",left,177,68,no,5.3,4.11,64.52,2.12,25,0.4,0.54,0,2.25,3.07,1.06,1,0.13,0,0,4.11,0,0,0,0.04,0,0,5,0.66,20,0,0,5.57,30.95,5.3,32.5,0.13,0,0.53,3.31,68,7.29,38.18,1.86,2.65,0.13,13.25,0.8,0.27,23.86,64.44,6.23,51.06,6.76,94.12,6.36,62.5,14.58,84.55,4.11,35.48,27.76,35.91,0.17,1.19,0,0.13,0,0,0.27,2.25,47.06,3.18,37.5,0,0,0.13,1.59,4.9,78.38,0,,0,,0,0,0,0,,,0,,,0.13,0,0,0.4,0,0
C. Savage,Reading,Reading,LCMF,21,600000,30/06/2027,15,970,3,1.27,1,1.23,10.21,43.64,England,"England, Wales",left,182,74,no,5.85,5.75,50,0.93,30,0.46,0.61,0.28,2.51,3.31,0.84,1,0.09,0,0,1.39,0.28,3,0.28,0.12,0,0,20,1.86,30,15,0.09,1.67,33.33,1.48,31.25,0.19,50,0.28,0.19,100,1.86,25,1.48,0.56,0,24.87,0.09,0.37,34.61,79.36,9.74,58.1,7.79,96.43,10.58,85.96,28.58,88.31,4.45,37.5,17.59,34.84,0.11,0.74,0,0,0.19,50,0.09,5.1,60,1.76,36.84,0.65,14.29,0.28,0.46,4.45,60.42,0,,0,,0,0,0,0,,,0.46,,,0.37,0,0,1.39,0,0
H. Knibbs,Reading,Reading,"LCMF, LWF, RCMF",25,600000,30/06/2026,13,1177,4,2.26,1,0.92,18.89,45.75,England,England,right,187,70,no,10.17,7.57,55.56,3.52,47.83,0.92,1.23,0.15,5.05,6.78,2.29,1,0.08,0,0,1.61,0.31,4,0.31,0.17,0,0,17,1.3,35.29,23.529,0.08,1.3,47.06,0.61,37.5,0.69,55.56,0.15,1.3,41.18,5.81,35.53,2.91,0.84,0.08,13.61,1.07,1.15,21.72,75.35,5.73,56,6.5,95.29,5.35,72.86,19.42,78.35,0.99,53.85,14.64,18.23,0.07,0.99,0,0.08,0,0,0.23,2.06,55.56,1.84,45.83,0,0,0.92,0.61,2.68,62.86,0,,0,,0,0,0,0,,,0.08,,,0,0,0,0,0,0
S. Smith,Reading,Reading,CF,26,600000,30/06/2026,14,1253,7,6.18,0,0.62,22.34,29.9,England,England,left,181,73,no,3.45,2.08,58.62,8.76,36.89,0,0,0.36,2.23,3.07,1.36,3,0.22,0,0,1.36,0.5,6,0.43,0.44,1,0.07,28,2.01,60.71,25,0,0.57,25,0.14,0,0.43,33.33,0.07,0.57,0,7.47,20.19,2.8,0,0,6.9,1.29,1.29,11.21,69.87,1.58,45.45,4.38,81.97,2.87,62.5,10.49,73.29,0.14,0,13.07,3.58,0.04,0.43,0,0.07,0,0,0.22,0.65,33.33,0.72,60,0,0,0.57,0.14,1.29,50,0,,0,,0,0,0,0,,,0,,,0,0,0,0,1,100
J. Russell,Barnsley,Barnsley,"LCMF, RCMF",24,600000,30/06/2026,11,778,2,1.61,0,0.31,14,51.24,England,"England, Jamaica",right,193,81,no,6.83,5.09,68.18,2.08,44.44,0.23,0.37,0.23,3.12,5,1.04,2,0.23,0,0,0.81,0.23,2,0.23,0.19,0,0,11,1.27,45.45,18.182,0,0.23,50,0,0,0.23,50,0.12,0.23,0,4.4,39.47,1.62,0.81,0,18.39,0.23,1.16,30.42,82.89,6.83,72.88,6.48,94.64,10.76,83.87,29.04,84.46,1.27,45.45,16.7,24.26,0.04,0.46,0,0,0.12,100,0.12,3.01,76.92,0.58,60,0.12,100,0.46,0.12,4.74,56.1,0,,0,,0,0,0,0,,,0.12,,,0,0,0,0,0,0
J. Marriott,Wrexham,Wrexham,CF,30,500000,30/06/2025,10,715,5,2.91,0,0.3,21.9,33.33,England,England,right,173,71,no,4.78,5.29,69.05,3.65,20.69,0.25,0.3,0.13,0.88,1.04,1.13,0,0,0,0,2.01,0.63,5,0.63,0.37,0,0,17,2.14,70.59,29.412,0,0.5,0,0,0,0.5,0,0.13,0.76,50,7.93,22.22,3.52,0.38,0.25,7.55,1.64,1.64,12.34,72.45,2.14,47.06,3.9,96.77,3.9,77.42,10.95,74.71,0.88,85.71,18.61,20.27,0.04,0.25,0,0,0.13,100,0,0.5,50,0.38,33.33,0.13,100,0.5,0,1.26,40,0,,0,,0,0,0,0,,,0,,,0,0,0,0.13,0,0
T. Bakinson,Wycombe Wanderers,Wycombe Wanderers,"RDMF, LCMF, LDMF",26,500000,,10,349,0,0.72,0,0.01,15.99,48.39,England,England,right,191,82,no,5.67,3.09,83.33,4.64,61.11,0,0,0,3.09,5,0.77,1,0.26,0,0,0.77,0,0,0,0.19,0,0,5,1.29,20,0,0,0.77,33.33,0.52,50,0,0,0,1.03,25,5.16,15,0.77,0.77,0,18.83,1.81,0.77,28.62,84.68,10.06,69.23,5.67,100,8.77,97.06,25.79,90,2.06,37.5,17.88,15.12,0,0.26,0,0,0,0,0,4.13,75,1.29,40,0.26,0,0.26,0,3.35,76.92,0,,0,,0,0,0,0,,,1.55,,,0,0,0,0,0,0
J. Feeney,Shrewsbury Town,Shrewsbury Town,"LCB, RCB",19,500000,30/06/2027,10,808,1,0.48,0,0.07,19.27,63.01,England,"England, Scotland",right,196,79,yes,11.58,8.8,69.62,7.02,57.14,0.56,0.78,0.89,4.9,6.88,0.67,2,0.22,0,0,0.11,0.11,1,0.11,0.05,0,0,3,0.33,33.33,33.333,0,0,0,0,0,0,0,0,0.11,0,0.56,80,0.56,0.67,0.11,22.95,0,0.89,36.87,80.97,18.16,73.01,2.67,87.5,12.59,93.81,29.41,85.98,7.46,61.19,22.92,42.53,0.01,0.11,0,0,0,0,0.11,5.68,60.78,0.22,50,0,0,0.11,0,8.24,71.62,0,,0,,0,0,0,0,,,1.56,,,0.11,0,0,0,0,0
K. Ehibhatiomhan,Reading,Reading,LWF,21,500000,30/06/2025,12,978,2,1.72,1,1.34,28.07,38.03,England,"England, Nigeria",right,191,82,no,3.77,3.31,55.56,5.71,40.32,0,0,0.18,1.93,2.75,1.47,2,0.18,1,0.09,4.51,0.18,2,0.18,0.16,0,0,18,1.66,33.33,11.111,0.09,2.21,12.5,2.12,13.04,0.09,0,0.28,7.36,50,14.08,35.95,3.31,2.3,0.18,11.78,1.47,1.47,18.77,73.04,3.5,55.26,5.34,94.83,5.06,70.91,16.01,81.61,0.64,57.14,17.64,13.92,0.12,0.92,0,0.09,0,0,0.28,1.47,56.25,2.12,39.13,0,0,1.29,0.46,2.3,64,0,,0,,0,0,0,0,,,0,,,0,0,0,0.37,0,0
C. Hamilton,Blackpool,Blackpool,"LW, RWB",29,500000,30/06/2026,12,1026,2,1.26,1,1.77,18.51,46.92,England,"England, Republic of Ireland",left,170,74,no,6.93,5.09,58.62,3.68,40.48,0.09,0.13,0.09,3.86,5.79,0.7,0,0,0,0,3.68,0.18,2,0.18,0.11,0,0,9,0.79,66.67,22.222,0.09,2.54,27.59,1.93,18.18,0.61,57.14,0.61,3.33,73.68,7.11,48.15,2.72,2.98,0.61,14.3,1.23,0.79,23.42,68.16,6.14,48.57,6.23,88.73,5.7,72.31,19.47,75.23,1.67,42.11,16.25,25.57,0.16,0.88,0,0.09,0.09,0,0.53,1.49,58.82,1.4,62.5,0.18,0,0.88,0.61,4.47,50.98,0,,0,,0,0,0,0,,,0.44,,,0,0,0,0,0,0
