Player,Team,Team within selected timeframe,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %"
Pedro Porro,Tottenham Hotspur,Tottenham Hotspur,RB,25,45000000,30/06/2028,12,1187,2,0.96,1,1.17,14.18,56.15,Spain,Spain,right,173,69,no,9.63,7.66,62.38,1.21,31.25,0.45,0.75,0.45,4.4,7.25,0.61,2,0.15,0,0,3.41,0.15,2,0.15,0.07,1,0.08,20,1.52,25,10,0.08,5.08,34.33,0,0,5.08,34.33,0.45,2.05,59.26,3.11,53.66,1.44,1.82,0.45,35.41,1.14,0.99,47.46,75.4,18.2,66.25,6.07,92.5,15.77,76.44,36.39,86.04,6.44,48.24,20.43,40.54,0.09,0.91,0,0,0.38,20,0.68,6.6,63.22,5.61,44.59,1.44,31.58,1.21,1.36,9.78,69.77,0,,0,,0,0,0,0,,,0.83,,,0.61,0.08,0,1.44,0,0
Son Heung-Min,Tottenham Hotspur,Tottenham Hotspur,"LWF, CF, LW",32,45000000,30/06/2025,9,789,3,1.76,4,3.54,13.12,38.26,Korea Republic,Korea Republic,right,183,78,no,2.51,2.51,50,0.46,0,0,0,0,1.25,2.14,0.23,0,0,0,0,5.13,0.34,3,0.34,0.2,0,0,17,1.94,52.94,17.647,0.46,2.97,50,2.62,47.83,0.23,50,0.57,5.59,46.94,9.13,37.5,4.9,3.19,0.68,30.23,0.91,1.03,39.47,84.97,8.33,79.45,13.23,95.69,9.92,85.06,35.82,88.22,1.14,70,16.68,27.23,0.4,2.51,0.34,0,0.11,0,1.6,2.4,80.95,3.99,74.29,0.11,0,3.08,1.03,5.82,72.55,0,,0,,0,0,0,0,,,0.34,,,0.11,0,0,0.23,0,0
Matheus Cunha,Wolverhampton Wanderers,Wolverhampton Wanderers,"LW, AMF, LWF",25,45000000,30/06/2027,12,1087,7,4.05,3,3.09,18.96,51.97,Brazil,Brazil,right,183,76,no,6.46,4.22,68.63,1.32,31.25,0.41,0.52,0,3.15,3.97,1.08,1,0.08,0,0,5.13,0.58,7,0.58,0.33,0,0,31,2.57,41.94,22.581,0.25,2.65,28.13,1.24,26.67,1.32,31.25,0.33,5.63,52.94,11.51,48.92,3.89,3.39,0.83,18.38,1.57,1.82,23.6,74.74,6.71,72.84,5.88,94.37,6.38,74.03,20.12,81.89,0.91,54.55,18.77,26.01,0.26,1.41,0.08,0,0.58,57.14,0.66,2.73,72.73,2.9,65.71,0.58,57.14,1.32,0.66,3.64,79.55,0,,0,,0,0,0,0,,,0.25,,,0.5,0.08,100,2.15,0,0
K. Mitoma,Brighton,Brighton,"LW, LAMF",27,45000000,30/06/2027,12,1088,2,3.6,2,2.57,16.38,47.47,Japan,Japan,right,178,71,no,5.87,4.55,60,1.32,50,0.33,0.46,0,2.81,3.88,0.83,0,0,0,0,5.21,0.17,2,0.17,0.3,0,0,21,1.74,47.62,9.524,0.17,3.72,35.56,3.56,32.56,0.17,100,0.5,5.54,55.22,8.6,43.27,4.8,5.21,1.16,25.48,2.9,0.58,32.1,76.55,6.2,72,9.51,89.57,9.84,75.63,26.97,83.74,1.57,47.37,16.66,36.45,0.21,0.99,0.08,0.08,0.17,0,0.66,2.15,61.54,2.56,51.61,0.33,0,1.32,1.16,4.22,70.59,0,,0,,0,0,0,0,,,0.08,,,0,0,0,0,0,0
I. Konaté,Liverpool,Liverpool,RCB,25,45000000,30/06/2026,12,1086,1,1.32,1,0.29,10.94,66.67,France,"France, Mali",right,194,95,no,8.12,4.48,74.07,3.23,76.92,0.33,0.5,0.41,4.48,6.75,0.75,4,0.33,0,0,0.33,0.08,1,0.08,0.11,1,0.08,7,0.58,28.57,14.286,0.08,0,0,0,0,0,0,0,0.17,100,1.33,43.75,0.66,0.58,0.17,45.25,0.17,0.17,58.01,92.86,21.38,85.27,4.89,98.31,25.28,97.7,54.53,95.9,3.48,45.24,18.92,42.22,0.02,0.08,0,0.08,0.08,0,0.08,6.38,77.92,0.58,42.86,0.58,28.57,0.08,0,8.2,72.73,0,,0,,0,0,0,0,,,3.98,,,0,0,0,0,0,0
A. Garnacho,Manchester United,Manchester United,"LAMF, RAMF",20,45000000,30/06/2028,12,901,3,3.72,1,1.22,17.58,46.59,Spain,"Spain, Argentina",right,180,69,no,4.79,4.1,70.73,1.3,7.69,0.1,0.13,0,1.8,2.42,0.5,1,0.1,0,0,5.59,0.3,3,0.3,0.37,0,0,33,3.3,39.39,9.091,0.1,2.8,35.71,2.5,28,0.3,100,0.4,5.59,58.93,10.59,42.45,5.09,4,0.7,23.77,3.6,1,26.27,80.61,2.8,60.71,9.49,93.68,7.59,72.37,22.38,87.5,1.5,53.33,17.13,35.44,0.12,1,0,0,0.2,0,0.3,1.1,54.55,1.7,47.06,0.3,0,0.5,0.7,2.8,60.71,0,,0,,0,0,0,0,,,0.5,,,0,0,0,0.1,0,0
L. Bailey,Aston Villa,Aston Villa,"RAMF, RW",27,42000000,30/06/2027,11,652,0,0.46,1,0.8,17.53,39.37,Jamaica,Jamaica,left,178,77,no,4.83,4,48.28,0.97,14.29,0,0,0,2.9,4.14,0.83,2,0.28,0,0,3.17,0,0,0,0.06,0,0,10,1.38,10,0,0.14,2.21,31.25,0,0,2.21,31.25,0.41,4.83,48.57,10.63,37.66,3.31,3.73,0.28,19.88,0.55,1.38,25.81,75.4,5.52,60,9.25,89.55,6.07,77.27,21.26,81.17,2.35,64.71,16.05,24.04,0.11,0.83,0,0,0,0,0.14,1.52,72.73,3.31,58.33,0.14,100,1.66,0.69,3.87,71.43,0,,0,,0,0,0,0,,,0,,,0.14,0.14,0,1.1,0,0
M. Gibbs-White,Nottingham Forest,Nottingham Forest,AMF,24,40000000,30/06/2027,8,682,1,1.81,0,1.19,20.85,41.77,England,"England, Jamaica",right,171,70,no,5.15,6.07,54.35,3.3,44,0.26,0.3,0,1.58,1.77,2.11,2,0.26,1,0.13,1.98,0.13,1,0.13,0.24,0,0,16,2.11,31.25,6.25,0,0.79,16.67,0.26,50,0.4,0,0.26,1.98,53.33,8.05,32.79,3.17,1.58,0.66,27.58,1.19,1.58,34.84,79.17,10.95,65.06,6.86,94.23,8.97,83.82,31.67,83.75,2.38,38.89,15.67,41.22,0.16,0.79,0,0,0.26,50,0.92,6.33,72.92,2.24,47.06,0.66,40,1.32,0.13,5.41,73.17,0,,0,,0,0,0,0,,,0,,,0.4,0.26,50,0,0,0
Joelinton,Newcastle United,Newcastle United,"LCMF, RWF",28,40000000,30/06/2028,12,1097,2,2.28,0,0.97,23.96,39.38,Brazil,Brazil,right,186,81,no,7.06,6.15,49.33,3.45,50,0.16,0.21,0.25,3.86,4.93,2.22,4,0.33,0,0,1.97,0.16,2,0.16,0.19,0,0,16,1.31,37.5,12.5,0,1.15,21.43,0.66,12.5,0.41,20,0.08,2.22,44.44,9.76,28.57,2.63,1.39,0.49,21.41,0.9,1.15,34.21,85.61,10.17,76.61,7.38,95.56,10.58,88.37,32,89.23,1.15,50,15.28,28.24,0.08,0.74,0,0,0.41,60,0.33,4.02,75.51,1.48,61.11,0.49,66.67,1.15,0.16,3.86,72.34,0,,0,,0,0,0,0,,,0.16,,,0,0,0,0,0,0
I. Maatsen,Aston Villa,Aston Villa,LB,22,40000000,30/06/2030,10,294,0,0,0,0.78,13.78,40,Netherlands,"Netherlands, Suriname",left,178,57,no,7.35,7.35,45.83,1.53,40,0.31,0.67,0,3.67,8,0.61,1,0.31,0,0,3.06,0,0,0,0,0,0,1,0.31,100,0,0,3.67,50,3.37,54.55,0.31,0,0.31,2.76,33.33,3.98,30.77,3.67,1.22,0.31,29.08,3.37,0.31,40.71,84.96,9.18,70,10.41,100,10.41,82.35,35.2,88.7,2.14,85.71,14.74,19.86,0.24,1.84,0.31,0,0,0,0.61,1.84,100,3.06,70,0,0,2.76,1.84,7.96,65.38,0,,0,,0,0,0,0,,,1.22,,,0.61,0,0,1.22,0,0
D. Solanke,Tottenham Hotspur,Tottenham Hotspur,CF,27,40000000,30/06/2030,10,981,4,5.08,2,0.81,19.08,37.98,England,"England, Nigeria",right,187,80,no,2.75,2.75,40,3.94,37.21,0.18,0.28,0,1.47,2.27,1.56,0,0,0,0,3.12,0.37,4,0.37,0.47,0,0,21,1.93,61.9,19.048,0.18,0.55,16.67,0.18,0,0.37,25,0.09,3.76,46.34,9.82,40.19,3.67,1.01,0.55,9.82,1.28,1.28,13.39,75.34,3.67,65,3.03,84.85,3.67,77.5,12.2,78.95,0.73,62.5,14.99,15.23,0.07,0.37,0.09,0,0.28,33.33,0.37,1.93,71.43,1.19,38.46,0.37,25,0.92,0,1.65,83.33,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0
B. Mbeumo,Brentford,Brentford,"CF, RAMF, RWF",25,40000000,30/06/2026,12,1174,8,4.54,1,1.98,17.94,39.32,France,"France, Cameroon",left,171,65,no,4.22,3.68,68.75,2.99,33.33,0.15,0.19,0.08,1.53,1.87,0.61,2,0.15,0,0,3.68,0.61,6,0.46,0.35,0,0,22,1.69,54.55,36.364,0.08,2.45,34.38,0.46,0,1.92,44,0.38,3.22,54.76,8.97,35.9,2.38,2.61,0.61,19.86,2.07,1.15,24.84,74.38,6.52,65.88,6.59,94.19,6.9,70,21.47,79.64,1.23,50,16.32,28.35,0.15,1.3,0.15,0.08,0.23,66.67,0.46,2.07,66.67,3.3,51.16,0.46,66.67,1.3,0.84,4.37,71.93,0,,0,,0,0,0,0,,,0.08,,,0.77,0.15,0,1.84,2,100
R. Lewis,Manchester City,Manchester City,"RB, RCMF, LB",20,38000000,30/06/2028,11,933,0,0.7,2,0.37,15.43,48.75,England,England,right,169,64,no,7.62,6.27,60,0.96,40,0.39,0.61,0.29,3.47,5.51,0.48,2,0.19,0,0,0.87,0,0,0,0.07,0,0,5,0.48,0,0,0.19,0.68,28.57,0.1,100,0.39,0,0.29,1.35,50,5.98,43.55,2.41,1.54,0.39,34.82,0.77,1.64,44.66,90.5,11.09,79.13,9.26,96.88,14.76,94.12,41.96,93.56,2.03,47.62,15.2,25.42,0.04,0.48,0,0,0.1,0,0.29,4.34,100,1.74,77.78,0.1,0,1.45,0.19,3.67,60.53,0,,0,,0,0,0,0,,,0.39,,,0,0,0,0,0,0
M. Guéhi,Crystal Palace,Crystal Palace,"LCB, CB",24,38000000,30/06/2026,12,1189,2,1.11,0,0.26,14.38,58.95,Côte d'Ivoire,"Côte d'Ivoire, England",right,182,82,no,10.37,4.69,70.97,4.77,57.14,0.3,0.36,0.91,6.74,7.97,0.45,1,0.08,0,0,0.68,0.15,2,0.15,0.08,0,0,5,0.38,80,40,0,0.08,0,0.08,0,0,0,0,0.53,71.43,2.42,53.13,0.53,0.83,0,27.86,0.15,0.83,43.22,88.27,18.39,77.37,1.74,95.65,20.66,97.07,36.64,93.6,6.51,59.3,21.74,40.43,0.02,0.3,0.08,0,0,0,0.15,6.13,74.07,0.76,60,0.45,66.67,0.38,0,9.31,70.73,0,,0,,0,0,0,0,,,1.06,,,0,0,0,0,0,0
S. Tonali,Newcastle United,Newcastle United,"RCMF, LCMF",24,38000000,30/06/2028,10,504,0,1.2,1,0.55,15.18,47.06,Italy,Italy,right,181,79,no,6.61,5.18,51.72,0.54,0,0,0,0.54,3.93,4.75,1.25,3,0.54,0,0,2.14,0,0,0,0.21,0,0,6,1.07,50,0,0.18,1.61,22.22,0.18,100,1.43,12.5,0,2.32,53.85,6.79,47.37,1.61,0.71,0.36,20,0.54,2.32,29.11,79.14,7.5,76.19,4.82,96.3,10.18,80.7,25,87.86,2.5,28.57,16.93,26.09,0.1,0.54,0,0,0,0,0.18,4.64,69.23,1.79,40,0.36,0,0.36,0.36,4.29,70.83,0,,0,,0,0,0,0,,,0,,,0.71,0.18,100,0.36,0,0
J. Timber,Arsenal,Arsenal,"LB, RB",23,38000000,30/06/2028,10,846,0,0.77,1,0.36,14.26,52.99,Netherlands,"Netherlands, Curaçao",right,182,77,no,7.77,6.91,66.15,1.17,45.45,0.21,0.29,0.53,2.98,4.02,1.17,3,0.32,0,0,1.06,0,0,0,0.08,0,0,7,0.74,0,0,0.11,1.38,23.08,0.64,16.67,0.74,28.57,0.11,1.49,50,4.04,42.11,1.49,0.85,0.11,21.81,0.64,0.53,29.89,83.27,10.53,77.78,4.26,90,10.21,85.42,27.34,87.55,1.17,54.55,17.22,24.55,0.04,0.85,0,0,0,0,0.32,4.04,68.42,1.49,50,0,0,0.74,0.21,4.47,69.05,0,,0,,0,0,0,0,,,0.32,,,0,0,0,0,0,0
E. Álvarez,West Ham United,West Ham United,"RDMF, DMF, LCMF",27,35000000,30/06/2028,8,447,0,0.12,0,0.02,16.91,47.62,Mexico,Mexico,right,187,73,no,9.26,5.84,65.52,1.81,44.44,1.21,1.42,0.2,4.23,4.96,2.62,3,0.6,1,0.2,0.4,0,0,0,0.03,0,0,3,0.6,0,0,0,0,0,0,0,0,0,0,1.21,33.33,5.64,39.29,0.4,1.21,0,27.79,0.4,1.01,43.29,86.51,11.88,74.58,5.44,100,18.12,90,38.66,90.63,4.63,52.17,18.36,40.78,0,0.2,0,0,0,0,0,4.03,70,1.41,28.57,0.81,25,0.6,0,6.04,56.67,0,,0,,0,0,0,0,,,1.01,,,0,0,0,0,0,0
R. Bentancur,Tottenham Hotspur,Tottenham Hotspur,DMF,27,35000000,30/06/2026,10,585,1,0.33,0,0.55,16.15,45.71,Uruguay,Uruguay,right,187,73,no,9.38,7.08,56.52,2.15,35.71,1.38,2.27,0,4,6.55,1.69,4,0.62,0,0,0.77,0.15,1,0.15,0.05,1,0.15,9,1.38,22.22,11.111,0,0,0,0,0,0,0,0,1.38,33.33,4,42.31,1.08,0.31,0,43.85,0.15,0.46,57.38,90.35,16.62,78.7,7.85,100,23.69,96.75,53.69,92.84,3.69,54.17,16.88,27.72,0.08,0.15,0,0,0,0,0.31,9.38,81.97,1.08,57.14,0.62,50,0.77,0,6.46,80.95,0,,0,,0,0,0,0,,,0.46,,,0,0,0,0,0,0
E. Konsa,Aston Villa,Aston Villa,"RCB, RB",27,35000000,30/06/2028,10,924,1,0.36,0,0.25,9.45,58.76,England,"England, Congo DR",right,183,77,no,5.75,3.9,60,1.36,57.14,0.1,0.13,0.19,3.31,4.47,0.19,0,0,0,0,0.88,0.1,1,0.1,0.04,0,0,2,0.19,100,50,0,0.39,25,0.1,0,0.29,33.33,0.29,0.68,71.43,2.63,51.85,0.49,1.07,0.1,34.29,0.78,1.36,42.95,91.84,14.32,81.63,4.68,95.83,18.21,98.4,40.23,95.88,2.34,33.33,18.69,33.03,0.02,0.1,0,0,0.19,50,0.1,4.97,74.51,0.97,20,0.68,28.57,0.19,0.1,5.06,73.08,0,,0,,0,0,0,0,,,1.56,,,0,0,0,0,0,0
J. Ramsey,Aston Villa,Aston Villa,"LAMF, LW",23,35000000,30/06/2027,10,688,0,0.57,0,0.59,16.48,45.24,England,England,right,180,72,no,4.06,3.27,68,0.78,16.67,0.13,0.19,0.13,1.7,2.44,0.52,1,0.13,0,0,3.4,0,0,0,0.08,0,0,9,1.18,22.22,0,0,1.57,25,1.18,11.11,0.13,100,0.13,4.06,67.74,10.86,43.37,3.14,3.01,0.78,25.38,0.78,1.05,33.75,87.6,7.06,81.48,9.68,95.95,7.98,88.52,31.66,90.91,0.65,60,14.71,15.37,0.08,0.65,0.26,0,0,0,0.13,2.22,88.24,1.31,70,0,0,1.18,0.26,4.06,77.42,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0
Ederson,Manchester City,Manchester City,GK,31,35000000,30/06/2026,12,1202,0,0,1,0.18,0.75,80,Brazil,"Brazil, Portugal",left,188,86,no,1.5,0.3,50,0.37,100,0,0,0,1.35,2.17,0.07,3,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.34,0.37,0,26.28,91.17,13.63,83.52,0,0,11.53,99.35,20.22,98.15,6.06,67.9,27.59,43.51,0.01,0.07,0,0.07,0,0,0.07,2.1,75,0.15,50,0.22,66.67,0.07,0,5.02,71.64,17,1.27,41,3.07,2,58.54,14.58,1.09,-2.42,-0.181,0,0.67,0.37,,,,0,0,0
J. Todibo,West Ham United,West Ham United,RCB,24,35000000,30/06/2027,9,627,0,0.09,0,0.03,14.5,56.44,French Guiana,"French Guiana, France",right,190,88,yes,11.48,6.6,80.43,3.44,45.83,0.14,0.18,0.72,6.03,7.37,0.72,0,0,0,0,0.29,0,0,0,0.01,0,0,2,0.29,0,0,0,0.43,33.33,0,0,0.43,33.33,0,0.57,25,2.73,26.32,0.43,0.29,0,29,0.14,0.43,43.64,89.8,13.06,78.02,5.74,92.5,20.1,94.29,38.18,94.74,5.02,57.14,21.36,44.92,0,0.14,0,0,0,0,0,3.73,65.38,0.43,0,0,0,0,0.14,6.75,63.83,0,,0,,0,0,0,0,,,4.16,,,0,0,0,0,0,0
T. Livramento,Newcastle United,Newcastle United,RB,22,35000000,30/06/2028,12,909,0,0,0,0.47,16.53,47.9,England,"England, Scotland",right,182,72,no,8.42,5.54,55.36,2.77,53.57,0.2,0.25,0.4,5.15,6.61,0.3,0,0,0,0,1.39,0,0,0,0,0,0,0,0,0,0,0,1.78,27.78,0,0,1.78,27.78,0.1,1.49,53.33,5.35,35.19,0.2,1.19,0.59,22.18,1.09,1.29,34.65,82,13.17,72.93,7.13,97.22,7.52,82.89,31.19,88.25,1.78,27.78,15.84,28.79,0.05,0.5,0,0.1,0.2,50,0.2,3.76,76.32,2.67,37.04,0.4,25,0.59,0.4,5.25,64.15,0,,0,,0,0,0,0,,,1.39,,,0,0,0,0.1,0,0
H. Barnes,Newcastle United,Newcastle United,LWF,26,35000000,30/06/2028,12,625,4,1.96,1,0.86,14.98,38.46,England,"England, Scotland",right,182,0,no,4.03,3.31,60.87,1.15,25,0,0,0.14,2.02,2.63,0.72,0,0,0,0,3.74,0.58,4,0.58,0.28,0,0,16,2.3,31.25,25,0.14,2.74,31.58,2.59,33.33,0.14,0,0.72,3.89,55.56,9.36,36.92,4.75,3.89,0.72,22.03,1.87,1.3,26.78,79.57,6.91,72.92,6.19,95.35,7.78,74.07,23.33,85.8,0.72,60,16.37,12.21,0.12,0.86,0.14,0,0.29,0,0.43,1.44,70,3.31,65.22,0.43,33.33,1.58,1.01,5.04,68.57,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0
J. Andersen,Fulham,Fulham,"RCB, CB",28,35000000,30/06/2029,9,863,0,0.25,0,0,12.2,67.52,Denmark,Denmark,right,192,87,no,9.91,4.38,73.81,5.21,62,0.73,1.01,0.42,5.94,8.26,0.63,1,0.1,1,0.1,0.63,0,0,0,0.03,0,0,5,0.52,60,0,0,0.21,50,0.1,0,0.1,100,0,0.21,100,0.83,62.5,0.42,0.52,0,44.11,0.31,0.73,60.9,87.5,24.61,76.27,3.65,100,26.28,95.63,48.29,94.6,12.41,60.5,23.79,44.11,0,0,0,0,0,0,0,11.26,74.07,0.73,28.57,0.31,0,0,0.1,14.81,77.46,0,,0,,0,0,0,0,,,2.82,,,0,0,0,0.1,0,0
G. Vicario,Tottenham Hotspur,Tottenham Hotspur,GK,28,35000000,30/06/2028,12,1203,0,0,0,0,0.75,80,Italy,Italy,right,194,85,no,1.57,0,0,0.6,75,0,0,0,1.57,2.59,0,1,0.07,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,100,0.07,100,0,0,0,19.75,0,0.07,27.46,92.92,11.52,86.36,0,0,13.99,98.93,24.31,96.92,3.14,61.9,21.24,31.62,0,0,0,0,0,0,0,0.6,50,0,0,0.15,50,0,0,2.32,48.39,13,0.97,42,3.14,3,69.05,17.24,1.29,4.24,0.317,0,2.17,0.6,,,,0,0,0
Y. Bissouma,Tottenham Hotspur,Tottenham Hotspur,DMF,28,35000000,30/06/2026,9,543,2,0.14,0,0.21,15.25,55.43,Côte d'Ivoire,"Côte d'Ivoire, Mali",right,182,80,no,9.12,6.3,63.16,2.15,69.23,0.83,1.34,0,4.31,6.96,1.16,3,0.5,0,0,1.82,0.33,2,0.33,0.02,0,0,3,0.5,66.67,66.667,0,0,0,0,0,0,0,0,1.82,63.64,5.14,45.16,0.33,1.16,0.5,37.29,0.17,1.49,50.72,91.18,13.76,77.11,6.46,100,19.06,96.52,47.4,93.71,3.31,55,16.61,27.39,0.04,0.5,0,0,0.33,100,0,7.46,77.78,1.16,71.43,0.5,33.33,0.83,0,4.81,72.41,0,,0,,0,0,0,0,,,1.33,,,0,0,0,0,0,0
João Gomes,Wolverhampton Wanderers,Wolverhampton Wanderers,"LCMF, RDMF, RCMF",23,35000000,30/06/2028,12,1109,2,0.88,1,0.29,19.8,49.59,Brazil,Brazil,right,176,74,no,9.33,10.14,58.4,1.38,23.53,0.41,0.5,0.08,3,3.66,2.03,4,0.32,0,0,1.54,0.16,2,0.16,0.07,0,0,11,0.89,36.36,18.182,0.08,0.97,16.67,0.24,0,0.73,22.22,0.08,1.79,59.09,6.82,40.48,0.81,1.7,0.08,24.18,0.32,0.81,35.22,85.02,10.31,70.87,7.3,96.67,11.04,88.97,32.79,88.86,1.62,45,15.91,37.65,0.02,0.24,0,0,0.16,0,0.16,5.52,75,1.14,42.86,0.32,25,0.49,0.24,4.14,66.67,0,,0,,0,0,0,0,,,0.49,,,0.08,0,0,0,0,0
R. Aït-Nouri,Wolverhampton Wanderers,Wolverhampton Wanderers,"LB, LWB, LCB",23,35000000,30/06/2026,12,1124,3,2.41,2,0.89,18.5,45.89,France,"France, Algeria",left,180,70,no,8.97,7.61,57.89,1.68,38.1,0.56,0.68,0.24,4,4.85,1.28,4,0.32,0,0,2.48,0.24,3,0.24,0.19,0,0,13,1.04,38.46,23.077,0.16,1.76,45.45,1.68,47.62,0.08,0,0.24,2.4,53.33,7.61,34.74,1.84,1.44,0.24,23.86,1.36,0.64,31.95,87.22,9.93,82.26,7.93,93.94,8.49,84.91,28.75,92.2,1.52,36.84,15.43,26.47,0.07,0.64,0.08,0,0,0,0.48,3.44,90.7,1.52,63.16,0,0,0.48,0.88,4.72,72.88,0,,0,,0,0,0,0,,,0.64,,,0.72,0,0,0.16,0,0
David Raya,Arsenal,Arsenal,GK,29,35000000,30/06/2025,12,1212,0,0,0,0,0.74,90,Spain,Spain,right,183,80,no,1.41,0.07,0,0.45,100,0,0,0,1.41,1.92,0.07,2,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.04,0.07,0.22,23.32,87.26,13.74,80.54,0,0,8.99,98.35,15.15,97.55,8.09,67.89,31.38,51.85,0,0,0,0,0,0,0,4.38,66.1,0,0,0.07,0,0,0,6.46,85.06,12,0.89,49,3.64,4,75.51,12.31,0.91,0.31,0.023,0,2.15,0.45,,,,0,0,0
C. Jones,Liverpool,Liverpool,"LDMF, AMF",23,35000000,30/06/2027,9,523,1,0.56,1,0.17,18.07,40.95,England,England,right,185,75,no,5.51,5.51,50,1.55,33.33,0.34,0.56,1.03,2.41,3.89,0.69,0,0,0,0,1.89,0.17,1,0.17,0.1,0,0,9,1.55,33.33,11.111,0.17,0.17,0,0,0,0.17,0,0,1.55,77.78,9.46,36.36,1.72,0.52,0.17,37.34,0.17,1.2,45.77,95.11,11.87,86.96,12.22,100,13.42,98.72,44.91,96.17,0.69,50,15.78,20.6,0.03,0.52,0,0,0.34,50,0.34,4.3,80,1.38,62.5,0.34,50,0.86,0,3.1,94.44,0,,0,,0,0,0,0,,,0.86,,,0,0,0,0,0,0
R. Gravenberch,Liverpool,Liverpool,RDMF,22,35000000,30/06/2028,12,1199,0,0.52,1,0.78,16.21,62.96,Netherlands,"Netherlands, Suriname",right,190,77,no,9.83,6.76,72.22,1.2,75,0.38,0.57,0.23,4.58,6.91,1.2,2,0.15,0,0,1.88,0,0,0,0.04,0,0,7,0.53,28.57,0,0.08,0.23,100,0,0,0.15,100,0,2.03,62.96,6.38,52.94,0.75,1.65,0.45,39.86,0.15,1.8,53.82,89.54,14.79,78.68,9.83,94.66,18.99,94.47,51.64,90.7,1.95,57.69,15.51,35.15,0.06,0.45,0.15,0,0.38,60,0.23,6.23,83.13,1.58,71.43,0.75,60,1.13,0.23,5.85,67.95,0,,0,,0,0,0,0,,,0.6,,,0,0,0,0,0,0
N. Jackson,Chelsea,Chelsea,CF,23,35000000,30/06/2033,12,1042,7,6.15,3,0.97,15.81,36.61,Senegal,Senegal,right,187,78,no,3.28,3.11,58.33,2.76,34.38,0,0,0,1.47,2.22,0.95,4,0.35,0,0,2.5,0.6,7,0.6,0.53,1,0.09,25,2.16,64,28,0.26,0.26,33.33,0.09,100,0.09,0,0,1.38,68.75,6.13,35.21,3.54,1.64,0.52,11.06,1.21,1.04,13.3,78.57,2.33,59.26,3.8,84.09,4.23,87.76,12.87,79.19,0.26,66.67,14.7,9,0.08,0.78,0,0,0.26,33.33,0.52,0.86,80,0.6,42.86,0.17,0,0.86,0.09,1.47,58.82,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0
M. Gusto,Chelsea,Chelsea,RB,21,35000000,30/06/2030,9,815,0,0.76,0,0.04,16.34,56.08,France,"France, Portugal",right,178,76,no,10.93,9.72,60.23,1.21,45.45,0.55,0.79,0.44,4.53,6.51,0.88,2,0.22,0,0,1.66,0,0,0,0.08,0,0,13,1.44,7.69,0,0,2.87,15.38,0.44,25,2.43,13.64,0.22,1.77,62.5,3.53,46.88,2.21,0.55,0.22,32.47,1.44,0.66,43.73,82.32,13.58,78.05,9.94,93.33,13.58,82.11,38.32,89.63,2.65,50,18.93,36.25,0,0.11,0.11,0,0.11,0,0,5.41,79.59,2.43,45.45,0.22,0,0.88,0.33,5.96,68.52,0,,0,,0,0,0,0,,,2.21,,,0,0,0,0,0,0
