Player,Team,Team within selected timeframe,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %"
B. Wilmot,Stoke City,Stoke City,"RB, RCB",25,4800000,30/06/2026,15,1359,1,0.71,0,0,12.45,59.04,England,"England, Republic of Ireland",right,188,80,no,10.93,6.29,65.26,3.18,60.42,0.2,0.24,1.06,6.62,7.94,0.53,4,0.26,0,0,0.73,0.07,1,0.07,0.05,1,0.07,6,0.4,33.33,16.667,0,0.46,42.86,0,0,0.46,42.86,0,0.73,54.55,1.26,42.11,0.73,0.79,0.13,34.37,0.26,0.6,47.48,82.57,20.93,69.3,4.17,100,18.01,93.38,39.4,89.08,7.62,51.3,23.31,42.52,0,0,0,0,0,0,0,7.88,56.3,0.99,40,0.2,33.33,0.4,0.2,10.73,70.99,0,,0,,0,0,0,0,,,1.99,,,0,0,0,0,0,0
J. Córdoba,Norwich City,Norwich City,LCB,23,4500000,30/06/2028,13,970,0,0.62,0,0,12.15,54.96,Panama,Panama,left,187,78,no,7.52,5.01,72.22,3.62,41.03,0.09,0.14,0.46,3.8,5.75,0.74,2,0.19,0,0,0.37,0,0,0,0.06,0,0,3,0.28,33.33,0,0,0.19,50,0.19,50,0,0,0,0.28,66.67,2.04,31.82,0.46,0.74,0,66.34,0.37,0.37,82.86,92.27,32.85,84.75,4.92,96.23,35.54,97.39,77.1,96.15,5.57,40,20.11,36.36,0,0,0,0.09,0,0,0,5.66,62.3,0.65,28.57,0.74,25,0,0.09,9.65,67.31,0,,0,,0,0,0,0,,,3.53,,,0,0,0,0,0,0
Ž. Celar,Queens Park Rangers,Queens Park Rangers,CF,25,4500000,30/06/2025,16,839,0,3.61,0,0.07,14.48,32.59,Slovenia,Slovenia,right,186,80,no,2.68,2.47,60.87,5.04,27.66,0,0,0,1.18,1.49,0.97,1,0.11,0,0,1.29,0,0,0,0.39,0,0,20,2.15,25,0,0,0.32,33.33,0.11,100,0.21,0,0,1.07,60,4.29,30,2.79,0.21,0,6.22,1.18,0.43,10.41,78.35,1.29,66.67,3.65,88.24,2.36,72.73,9.87,79.35,0.21,100,14.35,2.07,0.01,0.43,0,0,0,0,0,0.32,66.67,0.32,66.67,0,0,0.54,0,0.75,71.43,0,,0,,0,0,0,0,,,0.43,,,0.11,0.11,0,0,1,0
M. McGuinness,Luton Town,Luton Town,"CB, RCB, LCB",23,4500000,30/06/2027,14,1375,1,1.62,0,0,16.1,71.14,England,"England, Republic of Ireland",right,194,77,no,9.43,5.37,75.61,7.72,68.64,0.59,0.82,0.92,4.78,6.62,0.98,1,0.07,0,0,0.52,0.07,1,0.07,0.11,0,0,15,0.98,40,6.667,0,0,0,0,0,0,0,0,0.13,100,0.85,46.15,1.24,0.26,0,22.06,0.2,0.52,35.02,84.86,14.33,71.69,2.09,96.88,14.6,95.07,30.76,88.94,4.25,55.38,20.6,39.2,0,0,0.07,0,0,0,0,4.12,57.14,0.39,50,0.13,50,0.26,0,6.09,65.59,0,,0,,0,0,0,0,,,1.44,,,0.07,0,0,0,0,0
E. Mason-Clark,Coventry City,Coventry City,"RAMF, LAMF, CF",25,4500000,30/06/2028,14,691,0,1.68,1,0.82,19.54,49.33,England,England,right,178,76,no,4.56,3.91,63.33,2.08,18.75,0.13,0.2,0.26,1.95,2.94,0.91,0,0,0,0,5.21,0,0,0,0.22,0,0,11,1.43,45.45,0,0.13,3.78,34.48,2.87,27.27,0.91,57.14,0.52,4.95,65.79,10.29,59.49,3.26,2.21,0.13,13.55,0.65,1.82,19.54,78.67,3.52,77.78,6.12,97.87,5.34,63.41,14.98,90.43,0.78,66.67,18.98,14.1,0.11,0.78,0,0.13,0,0,0.65,0.52,75,3.26,44,0,0,0.91,1.43,2.6,70,0,,0,,0,0,0,0,,,0.13,,,0,0,0,0,0,0
S. Greenwood,Preston North End,Preston North End,"CF, AMF, RAMF",22,4500000,30/06/2026,14,980,4,2.77,1,1.57,21.77,37.55,England,England,right,180,76,yes,5.14,6.52,57.75,2.57,25,0.37,0.5,0.09,1.01,1.36,2.02,4,0.37,1,0.09,3.03,0.37,3,0.28,0.25,1,0.09,21,1.93,42.86,19.048,0.09,2.3,44,1.01,45.45,1.29,42.86,0.28,2.39,42.31,10.1,30,2.39,1.93,0.18,14.97,0.92,1.65,21.21,69.7,5.42,61.02,5.79,95.24,5.97,60,15.7,78.95,3.49,44.74,22.17,34.15,0.14,1.01,0,0.09,0.18,100,0.28,3.58,64.1,2.39,61.54,0.64,57.14,0.83,1.01,4.59,74,0,,0,,0,0,0,0,,,1.1,,,1.84,0.46,20,2.11,1,100
W. Burger,Stoke City,Stoke City,"LCMF, LDMF, AMF",23,4500000,30/06/2027,15,1106,0,0.67,0,0.48,16.6,51.47,Netherlands,Netherlands,left,191,83,no,8.54,7.89,54.64,2.77,52.94,0.98,1.17,0.33,3.25,3.91,2.28,6,0.49,0,0,0.24,0,0,0,0.05,0,0,5,0.41,20,0,0,0.49,16.67,0.41,20,0.08,0,0,0.24,33.33,2.69,39.39,0.65,0.16,0,25.55,0.24,0.41,37.84,83.23,12.29,64.24,7.57,98.92,12.21,90,33.2,89.46,4.15,41.18,18.53,36.93,0.04,0.41,0,0.08,0.08,0,0.16,6.75,59.04,1.63,35,0.65,37.5,0.49,0.08,5.94,71.23,0,,0,,0,0,0,0,,,0.57,,,0,0,0,0,0,0
H. Pickering,Blackburn Rovers,Blackburn Rovers,LB,25,4200000,30/06/2027,10,756,0,0.02,1,0.62,15.6,61.07,England,England,left,185,78,no,9.05,7.98,64.18,2.98,60,0.24,0.3,0.12,3.69,4.72,1.19,1,0.12,0,0,1.79,0,0,0,0,0,0,1,0.12,0,0,0.12,3.33,35.71,3.21,37.04,0.12,0,0.71,0.83,71.43,3.1,50,1.07,0.95,0.24,33.33,1.07,1.07,43.1,83.15,17.98,77.48,7.74,95.38,12.86,87.04,34.29,92.01,5.48,56.52,21.41,36.44,0.07,0.48,0,0,0.12,0,0.12,6.31,73.58,2.5,47.62,0.48,25,0.24,1.31,8.93,80,0,,0,,0,0,0,0,,,0.6,,,0.48,0,0,1.07,0,0
E. Latte Lath,Middlesbrough,Middlesbrough,CF,25,4200000,30/06/2027,16,1020,7,6.82,1,1.69,18.18,42.72,Côte d'Ivoire,"Côte d'Ivoire, Italy",right,176,75,no,3.71,2.91,66.67,5.47,35.48,0.09,0.13,0,1.68,2.42,1.06,2,0.18,0,0,2.29,0.62,5,0.44,0.6,1,0.09,33,2.91,42.42,21.212,0.09,0.35,0,0.26,0,0.09,0,0,1.94,50,6.88,37.18,4.32,0.71,0.18,8.12,1.5,1.32,10.85,76.42,2.38,59.26,2.29,88.46,2.91,75.76,10.24,79.31,0.26,66.67,13.4,6.03,0.15,1.06,0,0.09,0.26,33.33,0.18,0.62,28.57,0.62,57.14,0.09,0,1.24,0,0.53,50,0,,0,,0,0,0,0,,,0,,,0,0,0,0,2,100
C. Chambers,Cardiff City,Cardiff City,"LCB, RCB",29,4000000,30/06/2027,14,1371,0,0.33,0,0.22,11.36,63.01,England,England,right,182,77,no,8.27,5.32,69.14,3.09,65.96,0.26,0.33,0.85,4.33,5.52,0.79,2,0.13,0,0,0.2,0,0,0,0.02,0,0,3,0.2,33.33,0,0,0.2,33.33,0,0,0.2,33.33,0,0.13,50,1.12,35.29,0.2,0.33,0,34.33,0.59,0.26,48.25,87.48,18.05,73.45,3.54,96.3,22.52,97.08,42.54,93.21,5.58,44.71,21.6,39.27,0.01,0.07,0,0,0,0,0.07,3.87,55.93,0.66,40,0.13,0,0.2,0.07,6.96,59.43,0,,0,,0,0,0,0,,,2.63,,,0,0,0,0,0,0
M. Belloumi,Hull City,Hull City,"RWF, RW, RAMF",22,4000000,30/06/2028,10,874,2,2.02,1,2.48,21.42,50.48,Algeria,Algeria,left,174,66,no,6.8,4.32,64.29,2.68,38.46,0.41,0.59,0,3.6,5.12,0.72,1,0.1,0,0,7.41,0.21,2,0.21,0.21,0,0,23,2.37,47.83,8.696,0.1,5.35,42.31,0.93,22.22,4.43,46.51,0.82,6.69,58.46,11.84,53.91,3.3,2.27,0.62,21.01,2.57,0.93,30.17,68.26,9.06,57.95,5.35,94.23,11.22,66.06,22.55,75.34,2.68,53.85,20.03,32.33,0.26,2.16,0.21,0,0.31,33.33,0.62,3.71,66.67,6.59,59.38,0.51,40,2.06,2.16,7.93,81.82,0,,0,,0,0,0,0,,,0.31,,,0.21,0.1,0,4.32,0,0
G. Diangana,West Bromwich Albion,West Bromwich Albion,"AMF, RAMF, RW",26,4000000,30/06/2025,12,576,0,0.45,0,0.09,24.38,42.31,England,"England, Congo DR",left,180,73,no,6.25,6.72,58.14,2.19,28.57,0,0,0,2.34,3.44,1.09,1,0.16,0,0,2.19,0,0,0,0.07,0,0,6,0.94,33.33,0,0,1.25,25,0.31,50,0.94,16.67,0,4.06,34.62,13.28,36.47,2.19,3.13,0.31,26.25,1.41,1.72,34.53,84.62,8.28,73.58,7.66,93.88,10.31,83.33,32.34,87.92,1.09,57.14,16.17,22.08,0.01,0.16,0,0,0.16,100,0.16,3.44,77.27,2.03,38.46,0.16,0,1.25,0.16,3.75,83.33,0,,0,,0,0,0,0,,,0,,,0,0,0,0.16,0,0
K. Saito,Queens Park Rangers,Queens Park Rangers,"LAMF, LW",23,4000000,30/06/2025,15,931,0,0.89,1,1.6,20.59,46.01,Japan,Japan,right,170,60,yes,5.99,6.57,61.76,1.84,42.11,0.1,0.11,0.1,1.84,2.16,0.97,0,0,0,0,3.29,0,0,0,0.09,0,0,16,1.55,25,0,0.1,1.55,56.25,1.16,66.67,0.39,25,0.1,3.48,58.33,9.86,40.2,3.67,1.84,0.1,16.82,1.35,1.93,25.23,83.14,5.41,66.07,9.28,93.75,6.19,79.69,22.33,87.01,1.45,53.33,16.83,18.76,0.15,1.55,0,0,0,0,0.29,1.45,53.33,1.74,55.56,0.19,50,1.16,0.87,2.71,57.14,0,,0,,0,0,0,0,,,0.1,,,0,0,0,0.19,0,0
T. Conway,Middlesbrough,Middlesbrough,"CF, AMF",22,4000000,30/06/2028,12,726,6,3.86,0,0.82,14.38,35.34,England,"England, Scotland",right,185,68,no,2.6,2.48,60,1.49,8.33,0,0,0,1.12,1.53,0.99,0,0,0,0,3.1,0.74,5,0.62,0.48,0,0,17,2.11,47.06,35.294,0,1.36,9.09,0.25,0,1.12,11.11,0.37,3.35,59.26,7.93,37.5,4.96,1.61,0.37,15.12,0.99,1.12,18.47,85.91,3.97,81.25,6.94,98.21,4.09,75.76,16.61,92.54,0.62,60,14.58,8.82,0.1,1.12,0,0,0.12,0,0.37,0.99,87.5,1.74,71.43,0.12,0,1.74,0.25,1.74,85.71,0,,0,,0,0,0,0,,,0.12,,,0.12,0,0,0.5,2,50
I. Jones,Middlesbrough,Middlesbrough,"RAMF, RW",25,4000000,30/06/2027,14,722,0,1.47,0,0.89,16.7,48.51,England,"England, Guyana",right,181,68,no,5.61,4.86,71.79,1.75,28.57,0.25,0.34,0,1.87,2.51,0.87,1,0.12,0,0,2.99,0,0,0,0.18,0,0,13,1.62,38.46,0,0,1.99,18.75,0,0,1.75,14.29,0.25,3.86,41.94,7.85,42.86,3.99,3.49,0.5,21.94,1.37,1.5,27.92,75.45,7.48,61.67,7.35,93.22,7.35,76.27,25.43,81.37,0.75,0,13.72,11.07,0.11,0.87,0,0,0.5,75,0.5,1.87,53.33,3.86,54.84,0.25,100,2.12,0.37,4.99,70,0,,0,,0,0,0,0,,,0.12,,,0,0,0,0,0,0
W. Kanga,Cardiff City,Cardiff City,CF,26,4000000,30/06/2026,13,508,0,1.24,0,0,20.02,28.32,France,"France, Côte d'Ivoire",right,189,90,yes,2.13,1.24,28.57,5.67,37.5,0,0,0.35,1.77,2.33,1.77,0,0,0,0,1.24,0,0,0,0.22,0,0,8,1.42,37.5,0,0,0.35,0,0.18,0,0.18,0,0,0.89,80,6.56,32.43,2.48,0,0,3.19,0.53,0.35,9.04,62.75,2.66,46.67,2.13,83.33,2.66,60,7.97,68.89,0.71,25,13.89,6.43,0,0,0,0,0,0,0,1.24,71.43,0.53,66.67,0,0,0.53,0,1.77,40,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0
T. Krauß,Luton Town,Luton Town,"RCMF, LCMF",23,4000000,30/06/2027,11,782,1,0.3,1,1.13,17.95,52.56,Germany,Germany,right,182,72,yes,9.32,10.82,59.57,1.84,50,0.46,0.63,0.12,2.42,3.32,1.73,0,0,0,0,0.46,0.12,1,0.12,0.03,0,0,6,0.69,16.67,16.667,0.12,0.69,0,0.12,0,0.58,0,0.23,0.58,40,3.68,46.88,1.04,0.46,0.12,16.92,0,1.04,30.38,79.55,9.55,68.67,6.79,93.22,8.75,88.16,26.93,83.76,2.76,58.33,18.55,32.91,0.13,0.69,0,0.12,0.23,50,0.35,4.83,76.19,2.07,55.56,0.46,25,1.61,0,5.64,71.43,0,,0,,0,0,0,0,,,0.69,,,0,0,0,0,0,0
W. Isidor,Sunderland,Sunderland,CF,24,4000000,30/06/2026,14,1058,5,4.18,0,0.27,13.87,31.9,France,"France, Haiti",right,186,78,yes,1.79,2.13,64,3.15,27.03,0,0,0,0.43,0.55,0.77,2,0.17,0,0,1.87,0.43,5,0.43,0.36,0,0,23,1.96,47.83,21.739,0,0.51,0,0.17,0,0.34,0,0,1.87,50,6.29,31.08,3.49,1.11,0.6,6.72,1.45,0.77,8,78.72,1.62,57.89,2.47,89.66,2.3,85.19,7.06,85.54,0.43,60,18.06,8.7,0.02,0.17,0,0,0,0,0.09,0.51,66.67,0.43,60,0,0,0.43,0,0.77,55.56,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0
A. Tanaka,Leeds United,Leeds United,"RDMF, RCMF, LDMF",26,4000000,30/06/2028,13,983,0,0.55,0,0.39,15.29,58.68,Japan,Japan,right,180,69,no,9.61,7.78,64.71,1.37,40,0.82,1.29,0.18,3.75,5.89,1.56,2,0.18,0,0,0.82,0,0,0,0.05,0,0,7,0.64,14.29,0,0,0.46,60,0.09,0,0.37,75,0.09,0.82,55.56,4.76,50,0.46,1.01,0.09,51.73,0.09,1.28,68.94,91.5,18.59,78.33,11.99,100,27.65,97.02,64.91,93.79,3.57,53.85,17.23,35.69,0.04,0.37,0.09,0,0,0,0.18,10.07,82.73,2.01,63.64,0.46,60,0.46,0.37,8.42,72.83,0,,0,,0,0,0,0,,,1.19,,,0,0,0,0,0,0
A. Jones,Hull City,Hull City,RCB,27,4000000,30/06/2026,17,1661,0,0.27,0,0.1,11.27,57.21,England,England,right,191,76,no,6.29,4.06,60,3.9,55.56,0.16,0.24,0.6,3.68,5.41,0.7,2,0.11,0,0,0.54,0,0,0,0.01,0,0,3,0.16,33.33,0,0,0.16,33.33,0.05,0,0.11,50,0,0.6,72.73,1.41,46.15,0.22,1.19,0.05,54.56,0.27,0.38,71.79,90.49,20.64,75.85,3.09,96.49,38.85,98.19,64.53,94.96,7.15,50.76,20.61,42.45,0.01,0.05,0,0,0.05,0,0,8.45,60.26,1.19,40.91,0.76,21.43,0.38,0.05,8.72,71.43,0,,0,,0,0,0,0,,,1.79,,,0,0,0,0,0,0
T. Cannon,Stoke City,Stoke City,CF,21,4000000,30/06/2028,13,1149,7,5.11,1,0.25,17.55,38.39,England,"England, Republic of Ireland",right,180,65,yes,3.29,2.43,58.06,7.44,38.95,0.39,0.49,0.08,1.49,1.88,1.17,1,0.08,0,0,2.19,0.55,4,0.31,0.4,0,0,34,2.66,52.94,20.588,0.08,0.63,12.5,0.39,0,0.23,33.33,0,0.94,75,4.15,33.96,2.35,0.31,0,6.42,0.78,1.02,9.48,77.69,1.17,46.67,3.76,93.75,2.04,80.77,8.46,82.41,0.39,80,17.23,14.31,0.02,0.08,0,0.08,0,0,0.08,0.47,33.33,0.16,100,0,0,0.16,0.08,0.7,44.44,0,,0,,0,0,0,0,,,0,,,0.47,0.47,33.33,0,3,100
R. Wintle,Millwall,Millwall,"RDMF, AMF, LDMF",27,3800000,30/06/2026,10,417,0,0.15,0,0.18,9.71,48.89,England,England,right,180,64,yes,7.12,6.26,51.72,0.65,66.67,0.65,0.65,0.22,3.24,3.26,1.08,3,0.65,0,0,0.22,0,0,0,0.03,0,0,5,1.08,0,0,0,0.22,100,0,0,0.22,100,0.22,0,0,1.51,28.57,0.43,0,0,11.22,0,0.65,20.72,80.21,8.2,65.79,4.1,94.74,4.96,91.3,16.83,87.18,3.67,47.06,14.39,17.45,0.04,0.22,0,0,0,0,0.22,4.32,55,0.43,100,0,0,0.22,0.22,3.24,60,0,,0,,0,0,0,0,,,0,,,0.22,0.22,0,0.43,0,0
P. Ng,Cardiff City,Cardiff City,RB,28,3800000,30/06/2026,15,1445,1,0.53,0,0.87,16.44,59.09,England,"England, Singapore",right,180,77,no,7.85,6.48,61.54,3.55,57.89,0.31,0.39,0.31,3.55,4.49,1.31,4,0.25,0,0,1.74,0.06,1,0.06,0.03,1,0.06,8,0.5,37.5,12.5,0,1.06,41.18,0,0,1.06,41.18,0.31,1.56,68,4.42,49.3,0.56,0.93,0.06,28.53,1.31,1.31,39.74,83.23,17.69,74.65,5.36,96.51,11.02,89.83,33.13,89.29,5.67,54.95,19.57,36.94,0.05,0.62,0,0,0.06,100,0.19,6.29,66.34,1.49,58.33,0.5,50,0.62,0.44,8.53,77.37,0,,0,,0,0,0,0,,,0.69,,,0.19,0.12,0,0.06,0,0
D. Turnbull,Cardiff City,Cardiff City,"LCMF, LDMF",25,3800000,30/06/2027,10,625,1,1.79,0,0.55,10.51,45.21,Scotland,Scotland,right,185,75,no,5.04,4.32,60,1.44,30,0,0,0.29,2.45,3.13,1.44,1,0.14,0,0,2.88,0.14,1,0.14,0.26,0,0,15,2.16,60,6.667,0,1.44,60,0.72,60,0.72,60,0.29,0.86,66.67,2.74,31.58,0.86,0.58,0,47.66,0.14,0.14,61.63,90.19,18.86,77.86,10.8,98.67,21.31,93.92,56.3,93.61,3.89,51.85,15.59,29.38,0.08,0.86,0,0,0.43,33.33,0,8.06,76.79,3.17,68.18,0.86,33.33,1.58,0.72,7.78,81.48,0,,0,,0,0,0,0,,,0.58,,,0.72,0.14,100,2.3,1,0
K. Grant,West Bromwich Albion,West Bromwich Albion,"LAMF, LW",27,3800000,30/06/2026,17,1271,3,2.9,2,1.94,19.12,48.52,England,"England, Scotland",right,183,70,no,4.82,4.53,64.06,2.55,30.56,0.07,0.09,0.14,1.84,2.32,0.71,1,0.07,0,0,5.81,0.21,3,0.21,0.21,1,0.07,29,2.05,37.93,10.345,0.14,4.6,26.15,3.82,29.63,0.78,9.09,0.42,7.22,52.94,10.48,45.95,4.25,2.9,0.78,17.07,1.84,0.78,25.63,69.61,5.52,56.41,6.66,92.55,7.44,62.86,19.47,83.27,1.7,29.17,19.81,27.76,0.14,0.92,0,0,0.07,0,0.5,1.84,46.15,2.34,48.48,0.07,0,0.5,1.2,4.11,65.52,0,,0,,0,0,0,0,,,0,,,0.14,0.07,0,0.42,0,0
J. Bogle,Leeds United,Leeds United,RB,24,3800000,30/06/2028,15,1448,2,1.47,0,1.86,18.09,54.3,England,England,right,178,69,no,8.64,8.02,58.91,2.98,45.83,0.5,0.75,0.06,3.42,5.17,1.43,5,0.31,0,0,2.3,0.12,2,0.12,0.09,0,0,16,0.99,18.75,12.5,0,2.67,25.58,0,0,2.67,25.58,0.19,1.8,75.86,5.1,53.66,2.8,1.99,0.25,30.95,1.12,1.24,39.16,79.05,13.8,68.02,7.33,96.61,11.93,81.25,33.44,86.62,3.29,39.62,18.7,34.78,0.12,0.5,0.06,0,0.12,50,0.44,5.35,62.79,2.42,48.72,0.25,50,1.06,0.68,7.52,78.51,0,,0,,0,0,0,0,,,0.68,,,0,0,0,0,0,0
J. Storey,Preston North End,Preston North End,RCB,27,3800000,30/06/2025,16,1575,1,1.25,1,1.17,15.71,60.73,England,England,right,188,76,no,8,5.6,68.37,5.14,61.11,0.4,0.53,0.46,3.77,4.96,0.86,2,0.11,0,0,0.29,0.06,1,0.06,0.07,0,0,8,0.46,12.5,12.5,0.06,0.34,33.33,0,0,0.29,20,0.23,0.23,50,2.29,50,0.74,0.57,0.17,25.14,0.74,1.26,37.89,82.5,17.43,69.51,4.29,94.67,10.97,95.83,31.6,90.05,6,44.76,19.05,33.54,0.07,0.29,0.06,0,0,0,0.11,5.94,56.73,0.57,10,0.51,11.11,0.11,0.11,6.63,68.1,0,,0,,0,0,0,0,,,2.51,,,0,0,0,0,0,0
L. McNally,Bristol City,Bristol City,LCB,25,3800000,30/06/2028,14,1188,1,0.88,0,0.02,12.2,68.94,Republic of Ireland,Republic of Ireland,right,193,86,no,9.02,5.08,73.13,5,71.21,0.68,0.83,0.23,4.62,5.65,0.91,3,0.23,0,0,0.38,0.08,1,0.08,0.07,1,0.08,8,0.61,25,12.5,0,0.15,100,0.15,100,0,0,0,0.23,33.33,0.53,42.86,0.83,0.23,0,25.68,0.08,0.3,40.83,82.37,15.83,62.68,3.11,97.56,18.79,95.97,36.14,88.26,4.62,36.07,22.87,39.11,0,0.08,0,0,0,0,0,4.39,56.9,0.23,33.33,0,0,0,0.08,7.05,56.99,0,,0,,0,0,0,0,,,2.42,,,0,0,0,0,0,0
L. Travis,Blackburn Rovers,Blackburn Rovers,"LDMF, RDMF, LCMF",27,3500000,30/06/2026,15,1387,2,0.58,1,1.27,16.03,60.73,England,England,right,183,83,no,10.06,7.98,73.17,1.3,50,0.32,0.4,0.32,3.89,4.8,1.17,4,0.26,0,0,1.1,0.13,2,0.13,0.04,0,0,10,0.65,40,20,0.06,0.32,60,0.06,0,0.19,66.67,0.06,0.58,88.89,3.96,50.82,0.39,1.49,0.32,28.62,0.19,1.36,41.79,86.96,14.15,72.48,6.49,97,15.83,93.85,37.25,91.46,4.22,49.23,18.72,40.62,0.08,0.45,0.06,0.06,0.19,66.67,0.26,6.75,62.5,1.88,48.28,0.52,25,0.84,0.19,6.36,75.51,0,,0,,0,0,0,0,,,0.91,,,0,0,0,0,0,0
R. McGree,Middlesbrough,Middlesbrough,"LAMF, LW",26,3500000,30/06/2028,10,701,1,2.26,2,1.69,12.71,43.43,Australia,Australia,left,178,72,no,3.98,3.34,57.69,1.41,45.45,0.39,0.47,0,1.67,2.03,0.64,1,0.13,0,0,2.57,0.13,1,0.13,0.29,0,0,17,2.18,47.06,5.882,0.26,2.05,6.25,1.16,11.11,0.77,0,0.51,2.44,52.63,6.29,34.69,4.11,1.28,0,35.31,1.54,1.03,44.68,83.05,10.66,66.27,13.74,93.46,11.3,82.95,41.08,88.13,1.54,50,15.1,15.21,0.22,1.54,0,0,0.26,50,0.39,5.01,69.23,3.34,50,0.26,50,1.93,0.26,6.42,64,0,,0,,0,0,0,0,,,0.26,,,0.39,0.13,0,1.28,0,0
J. Yates,Derby County,Derby County,CF,28,3500000,30/06/2026,14,1195,4,2.58,2,0.53,18.53,26.42,England,England,right,175,68,yes,2.71,3.24,44.19,5.2,21.74,0.15,0.18,0.15,1.13,1.37,1.21,0,0,0,0,1.58,0.3,4,0.3,0.19,2,0.15,12,0.9,58.33,33.333,0.15,0.45,50,0.3,25,0.15,100,0,1.21,56.25,6.63,23.86,1.96,0.3,0,7.38,0.9,0.9,12.05,77.5,2.49,60.61,5.05,86.57,2.49,78.79,10.85,81.94,0.75,30,16.04,15.17,0.04,0.53,0,0.08,0.15,100,0.3,1.13,40,0.98,53.85,0.15,100,0.75,0.15,1.51,65,0,,0,,0,0,0,0,,,0.15,,,0,0,0,0,0,0
N. Phillips,Derby County,Derby County,"CB, RCB, LCB",27,3500000,30/06/2025,11,495,0,0.58,0,0,14.36,54.43,England,England,right,190,84,yes,7.64,4.36,66.67,6.91,52.63,0.18,0.25,1.09,4.55,6.2,1.27,1,0.18,0,0,0.36,0,0,0,0.11,0,0,5,0.91,20,0,0,0.18,0,0,0,0.18,0,0,0.36,50,1.09,33.33,1.82,0,0,19.64,1.09,0.36,33.27,84.15,14,67.53,3.45,94.74,13.64,96,28.55,88.54,4.55,60,21.02,26.01,0,0,0,0,0,0,0,4,63.64,0.91,20,0.36,50,0.55,0,6.55,66.67,0,,0,,0,0,0,0,,,1.82,,,0,0,0,0,0,0
D. Furlong,West Bromwich Albion,West Bromwich Albion,RB,29,3500000,30/06/2025,16,1578,0,1.83,1,2.01,15.23,57.3,England,"England, Montserrat",right,183,76,no,7.13,4.96,58.62,4.85,67.06,0.11,0.16,0.23,4.11,5.61,1.2,5,0.29,0,0,1.2,0,0,0,0.1,0,0,11,0.63,9.09,0,0.06,2.28,35,0,0,2.28,35,0.4,0.68,16.67,3.14,49.09,1.25,1.08,0,27.55,2.74,1.83,34.56,78.38,12.26,64.65,7.87,97.83,9.52,80.84,29.6,84.39,2.79,48.98,19.95,36.35,0.11,0.86,0.17,0,0.34,66.67,0.29,5.25,59.78,2.74,47.92,0.29,60,0.68,0.86,7.36,68.22,0,,0,,0,0,0,0,,,0.8,,,0,0,0,0,0,0
A. Mowatt,West Bromwich Albion,West Bromwich Albion,"LDMF, LCMF",29,3500000,30/06/2026,17,1536,3,0.49,0,1.51,11.6,60.1,England,"England, Scotland",left,177,71,no,7.5,5.21,65.17,1.41,58.33,0.7,0.94,0.7,3.4,4.52,0.59,3,0.18,0,0,1.41,0.18,3,0.18,0.03,0,0,9,0.53,55.56,33.333,0,0.7,58.33,0.47,37.5,0.18,100,0.12,0.59,90,3.46,52.54,0.41,1.7,0.12,50.33,0.23,1.41,63.63,91.07,17.7,78.48,8.55,98.63,27.48,95.74,58.3,94.47,4.63,53.16,18.34,38.08,0.09,1.11,0,0.06,0.29,60,0.06,8.85,80.79,1.23,57.14,0.59,50,0.41,0.35,8.55,78.08,0,,0,,0,0,0,0,,,1.05,,,0.76,0.06,100,2.4,0,0
