Player,Team,Team within selected timeframe,Position,Age,Market value,Contract expires,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Foot,Height,Weight,On loan,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,Crosses per 90,"Accurate crosses, %",Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to goalie box per 90,Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Accelerations per 90,Received passes per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short / medium passes per 90,"Accurate short / medium passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",xA per 90,Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",Conceded goals,Conceded goals per 90,Shots against,Shots against per 90,Clean sheets,"Save rate, %",xG against,xG against per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90,Free kicks per 90,Direct free kicks per 90,"Direct free kicks on target, %",Corners per 90,Penalties taken,"Penalty conversion, %"
V. Johansson,Stoke City,Stoke City,GK,26,2800000,30/06/2027,17,1685,0,0,0,0,0.8,100,Sweden,Sweden,right,187,74,no,1.82,0,0,0.48,100,0,0,0,1.82,2.24,0,1,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21,100,0,0,0,15.6,0.16,0.37,27.35,92.38,11.75,83.18,0,0,14.85,99.28,20.51,99.48,6.84,71.09,28.19,50.27,0,0,0,0,0,0,0,1.28,45.83,0,0,0,0,0,0,5.18,79.38,20,1.07,89,4.75,5,77.53,28.74,1.54,8.74,0.467,0,1.44,0.48,,,,0,0,0
B. Whiteman,Preston North End,Preston North End,"DMF, RDMF, RCMF",28,2800000,,16,1506,0,0.5,1,0.96,8.78,55.78,England,England,right,185,68,no,8.25,5.08,64.71,1.49,52,0.6,0.77,0.24,4.36,5.6,1.14,7,0.42,0,0,0.36,0,0,0,0.03,0,0,13,0.78,30.77,0,0.06,0.36,33.33,0.18,66.67,0.12,0,0,0,0,0.78,38.46,0.18,0.12,0,27.31,0.12,0.24,40.22,83.21,14.94,68.4,4.66,92.31,15.84,94.34,34.24,89.18,5.62,50,20.12,38.03,0.06,0.66,0,0.06,0,0,0.12,6.81,62.28,1.79,36.67,0.54,33.33,0.66,0.12,6.45,69.44,0,,0,,0,0,0,0,,,1.37,,,1.14,0,0,1.2,0,0
V. Bayo,Watford,Watford,CF,27,2800000,30/06/2028,16,1097,7,6.85,0,0.14,20.1,24.49,Côte d'Ivoire,Côte d'Ivoire,right,184,72,yes,2.87,2.71,54.55,6.73,31.71,0.16,0.24,0.08,1.23,1.76,1.39,4,0.33,0,0,1.72,0.57,6,0.49,0.56,1,0.08,27,2.22,55.56,25.926,0,0.25,33.33,0.16,0,0.08,100,0,0.82,50,6.73,9.76,3.45,0.57,0.08,9.76,1.64,0.41,12.55,79.74,1.89,65.22,4.1,90,2.79,79.41,11.81,81.94,0.49,50,12.83,9.24,0.01,0.25,0,0,0,0,0.16,0.57,100,0.25,100,0,0,0.41,0.08,1.56,42.11,0,,0,,0,0,0,0,,,0,,,0,0,0,0,1,100
Z. Vyner,Bristol City,Bristol City,RCB,27,2800000,30/06/2026,17,1672,0,1.05,0,0,10.07,55.61,England,"England, Kenya",right,178,68,no,7.11,4.58,60,2.8,51.92,0.05,0.07,0.75,4.31,5.49,0.75,1,0.05,0,0,0.22,0,0,0,0.06,0,0,5,0.27,0,0,0,0.38,42.86,0,0,0.27,40,0,0.11,50,0.7,46.15,0.32,0.22,0.05,39.03,0,0.22,56.14,82.55,26.81,69.68,2.8,90.38,21.69,96.77,47.1,89.49,8.67,46.58,22.86,45.07,0,0,0,0,0,0,0,9.96,58.92,1.13,23.81,0.43,37.5,0.16,0.16,12.6,71.79,0,,0,,0,0,0,0,,,1.83,,,0,0,0,0,0,0
M. Bird,Bristol City,Bristol City,"AMF, RWF, LDMF",24,2800000,30/06/2027,17,1356,1,0.97,2,2.68,14.2,49.07,England,England,right,183,68,no,6.77,4.98,69.33,2.12,37.5,0.2,0.25,0.2,3.12,3.84,0.13,0,0,0,0,2.12,0.07,1,0.07,0.06,0,0,18,1.19,27.78,5.556,0.13,1.33,50,0.53,37.5,0.6,66.67,0.27,1.26,63.16,5.24,32.91,1.79,1.19,0.33,18.72,0.8,0.6,28.87,78.62,9.76,65.99,4.91,95.95,9.23,84.17,24.96,83.78,2.65,45,18.11,32.41,0.18,1.06,0.13,0.07,0.46,71.43,0.46,4.45,67.16,2.32,57.14,0.6,77.78,1.06,0.53,5.24,78.48,0,,0,,0,0,0,0,,,0.86,,,0.86,0.07,0,1.73,0,0
A. El Ghazi,Cardiff City,Cardiff City,"LAMF, LW",29,2500000,30/06/2025,13,793,1,3.07,1,0.56,20.88,40.22,Netherlands,"Netherlands, Morocco",right,189,90,no,3.75,3.75,60.61,5.11,35.56,0,0,0.45,1.48,1.88,1.13,0,0,0,0,4.31,0.11,1,0.11,0.35,0,0,18,2.04,33.33,5.556,0.11,2.72,25,2.16,31.58,0.57,0,0.11,4.77,59.52,10.1,38.2,2.95,1.59,0.11,17.14,2.61,1.02,21.56,76.32,4.2,70.27,6.81,95,5.11,64.44,18.39,85.19,0.68,33.33,17.8,15.91,0.06,0.57,0,0,0.11,100,0.34,1.82,81.25,1.59,28.57,0,0,0.45,0.57,2.38,95.24,0,,0,,0,0,0,0,,,0,,,0.23,0.23,100,0,0,0
P. Nardi,Queens Park Rangers,Queens Park Rangers,GK,30,2500000,,16,1584,0,0.15,0,0,0.8,85.71,France,France,right,187,77,no,1.25,0.11,0,0.45,100,0.06,0.07,0,1.19,1.47,0,0,0,0,0,0.11,0,0,0,0.01,0,0,1,0.06,100,0,0,0,0,0,0,0,0,0,0.06,100,0.17,100,0.06,0,0,14.15,0.11,0.17,24.15,85.88,11.19,71.07,0,0,11.82,99.52,16.36,99.31,7.67,58.52,30.02,49,0,0,0,0,0,0,0,2.16,44.74,0.17,0,0.06,100,0,0,5.11,68.89,26,1.48,75,4.26,2,65.33,24.06,1.37,-1.94,-0.11,0,0.97,0.45,,,,0,0,0
C. Brittain,Blackburn Rovers,Blackburn Rovers,RB,26,2500000,30/06/2026,10,761,0,0.17,2,1.47,14.9,48.41,England,England,right,181,68,no,9.22,7.21,49.18,2.13,61.11,0.47,0.59,0.24,5.2,6.44,0.83,2,0.24,0,0,1.89,0,0,0,0.02,0,0,3,0.35,0,0,0.24,2.84,41.67,0,0,2.84,41.67,0.59,1.18,60,3.9,39.39,1.18,0.59,0,29.92,2.96,0.35,37.49,81.39,10.53,64.04,9.93,95.24,13.13,84.68,31.22,88.64,3.55,50,17.78,31.87,0.17,1.18,0,0.12,0,0,0.59,2.48,57.14,2.72,56.52,0.24,0,0.83,1.06,7.45,71.43,0,,0,,0,0,0,0,,,0.35,,,0.59,0.12,0,0.59,0,0
D. Hyam,Blackburn Rovers,Blackburn Rovers,LCB,28,2500000,30/06/2025,15,1489,0,0.68,1,0.26,13.18,59.63,Scotland,"Scotland, England",right,188,70,no,8.22,4.47,74.32,6.29,54.81,0.06,0.08,0.54,4.84,6.11,0.6,2,0.12,0,0,0.24,0,0,0,0.04,0,0,3,0.18,0,0,0.06,0.12,100,0,0,0.12,100,0.06,0.24,50,0.6,60,0.48,0.48,0.18,34.75,0.18,0.36,48.23,87.34,17.04,71.63,1.81,100,25.87,96.73,43.22,90.77,4.9,56.79,21.75,37.21,0.02,0.12,0,0,0,0,0.06,2.9,68.75,0.06,0,0,0,0.12,0.12,6.95,47.83,0,,0,,0,0,0,0,,,1.45,,,0,0,0,0,0,0
H. Carter,Blackburn Rovers,Blackburn Rovers,"RCB, RB",24,2500000,30/06/2027,11,1022,0,0.16,1,0.52,14.18,49.69,England,England,right,188,67,no,7.66,6.25,56.34,4.05,54.35,0,0,0.44,4.14,5.11,1.59,4,0.35,0,0,0.62,0,0,0,0.01,0,0,3,0.26,33.33,0,0.09,0.97,18.18,0,0,0.88,10,0.26,0.7,50,2.2,32,0.7,0.53,0.18,31.26,0.97,0.09,43.06,82.62,16.12,67.21,6.16,98.57,17,91.19,36.28,88.83,5.9,53.73,21.53,37.13,0.05,0.26,0,0,0.09,0,0.09,3.87,54.55,1.59,38.89,0.35,25,0.53,0.26,8.1,66.3,0,,0,,0,0,0,0,,,1.67,,,0,0,0,0,0,0
G. Tanner,Bristol City,Bristol City,RB,25,2500000,30/06/2026,13,1192,1,0.1,0,0.41,15.1,50.5,England,England,right,181,71,no,10.42,7.93,66.67,3.55,27.66,0.38,0.5,0.38,4.76,6.24,0.91,1,0.08,0,0,0.6,0.08,1,0.08,0.01,0,0,3,0.23,66.67,33.333,0,0.98,30.77,0,0,0.98,30.77,0,0.3,50,1.74,34.78,0.15,0.76,0.15,30.73,0.23,0.53,42.28,82.86,16.23,67.44,5.59,97.3,13.97,92.97,37.75,87.8,3.7,44.9,17.61,33.61,0.03,0.3,0,0,0.08,0,0.15,5.74,67.11,1.13,33.33,0.15,0,0.15,0.3,7.17,70.53,0,,0,,0,0,0,0,,,0.91,,,0,0,0,0,0,0
J. Dunne,Queens Park Rangers,Queens Park Rangers,"RB, RCB, LCB",27,2500000,30/06/2025,16,1584,1,1.93,0,0.12,20.06,63.46,Republic of Ireland,Republic of Ireland,right,183,75,no,9.55,6.08,78.5,8.01,65.96,0.06,0.07,0.34,4.72,5.8,0.63,2,0.11,0,0,1.59,0.06,1,0.06,0.11,1,0.06,19,1.08,36.84,5.263,0,1.19,52.38,0.06,0,1.08,57.89,0.17,1.02,55.56,3.69,41.54,1.59,1.42,0.23,30.45,0.97,0.63,43.86,82.64,19.72,70.89,4.77,97.62,13.58,91.63,37.9,88.46,4.89,45.35,20.23,39.47,0.01,0.28,0.06,0,0,0,0.06,5.85,64.08,1.25,45.45,0.11,50,0.4,0.51,8.24,63.45,0,,0,,0,0,0,0,,,1.31,,,0,0,0,0,0,0
N. Madsen,Queens Park Rangers,Queens Park Rangers,"AMF, RCMF, LDMF",24,2500000,30/06/2029,12,882,1,1.32,0,0.67,11.94,53.85,Denmark,Denmark,right,192,81,no,5.1,4.18,75.61,2.65,50,0.31,0.39,0.2,1.63,2.09,0.71,0,0,0,0,0.92,0.1,1,0.1,0.13,0,0,13,1.33,38.46,7.692,0,1.12,9.09,0.51,0,0.61,16.67,0.1,0.41,75,3.37,39.39,1.53,0.71,0,22.24,0.61,0.51,30.71,81.06,10,71.43,7.04,94.2,8.37,86.59,26.73,84.73,2.96,72.41,18.64,33.71,0.07,0.82,0.1,0,0,0,0.2,3.16,58.06,2.04,65,0.2,100,1.22,0.31,4.49,72.73,0,,0,,0,0,0,0,,,0.92,,,0.31,0.1,0,0.92,0,0
M. Clarke,Middlesbrough,Middlesbrough,LCB,28,2500000,30/06/2025,11,988,2,1.12,0,0.05,11.39,65.6,England,England,left,185,83,no,8.65,3.28,77.78,3.55,56.41,0.27,0.38,0.64,5.83,8.17,0.46,0,0,0,0,0.36,0.18,2,0.18,0.1,2,0.18,7,0.64,28.57,28.571,0,0.27,0,0.27,0,0,0,0,0.36,50,2.1,47.83,1.28,1,0,41.54,0.27,0.73,57.66,88.47,20.31,77.13,2.37,100,28.06,94.48,49.92,94.71,7.47,50,19.28,39.46,0,0.27,0.09,0.09,0.09,0,0,6.01,71.21,1,9.09,0.27,0,0.09,0,8.38,66.3,0,,0,,0,0,0,0,,,1.73,,,0,0,0,0,0,0
J. Widell Zetterström,Derby County,Derby County,GK,26,2500000,30/06/2027,14,1377,0,0,0,0,1.11,70.59,Sweden,Sweden,right,197,84,no,0.98,0.26,25,0.59,88.89,0,0,0,0.92,1.12,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,50,0,0,0,12.29,0.26,0.26,20.07,80.46,10.26,67.52,0.13,50,8.76,94.78,12.75,96.41,7.25,53.15,35.42,54.43,0,0,0,0,0,0,0,3.33,49.02,0.2,0,0.26,0,0,0,4.77,67.12,16,1.05,53,3.46,3,69.81,15.9,1.04,-0.1,-0.007,0,2.09,0.59,,,,0,0,0
L. Dobbin,West Bromwich Albion,West Bromwich Albion,"RAMF, LW, CF",21,2500000,31/05/2025,13,299,0,0.43,0,0.03,23.48,39.74,England,England,right,175,67,yes,3.61,3.31,72.73,3.31,36.36,0.3,0.4,0,0.9,1.2,0,0,0,0,0,3.01,0,0,0,0.13,0,0,3,0.9,0,0,0,1.2,0,0.3,0,0.9,0,0,5.12,58.82,14.15,38.3,3.01,3.61,0.6,12.94,2.11,1.51,16.86,76.79,3.61,58.33,4.82,87.5,4.21,85.71,15.35,82.35,0.3,100,17.41,2.51,0.01,0.3,0,0,0,0,0,1.81,100,0.9,66.67,0,0,0.9,0,2.71,88.89,0,,0,,0,0,0,0,,,0,,,0,0,0,0,0,0
U. Ra?i?,West Bromwich Albion,West Bromwich Albion,"RDMF, RCMF",26,2500000,30/06/2027,13,686,0,1.3,1,0.55,15.48,60.17,Serbia,Serbia,right,193,81,yes,9.84,6.95,73.58,2.1,56.25,0.26,0.34,0.13,4.46,5.8,0.92,2,0.26,0,0,2.1,0,0,0,0.17,0,0,13,1.71,30.77,0,0.13,1.05,25,0.13,0,0.92,28.57,0,1.71,69.23,4.85,48.65,1.71,0.52,0,27.68,0,0.79,39.1,82.55,10.1,67.53,8.4,93.75,15.61,88.24,34.64,87.12,3.41,53.85,19.27,29.15,0.07,0.26,0,0,0.26,50,0.26,6.95,69.81,0.92,28.57,0.39,33.33,0.13,0.13,6.43,65.31,0,,0,,0,0,0,0,,,0.66,,,0.13,0.13,100,0,0,0
A. Ben Slimane,Norwich City,Norwich City,"RCMF, LCMF, AMF",23,2500000,30/06/2026,13,742,1,0.53,0,0.43,18.56,38.56,Denmark,"Denmark, Tunisia",right,188,86,yes,5.46,5.46,48.89,1.82,53.33,0.12,0.18,0.24,2.67,3.86,1.58,3,0.36,0,0,1.82,0.12,1,0.12,0.06,0,0,6,0.73,16.67,16.667,0,0.85,14.29,0.36,33.33,0.36,0,0.12,2.06,70.59,9.7,33.75,1.09,0.97,0,37.96,0.36,0.85,49.97,89.56,9.82,79.01,12.13,96,18.07,91.28,47.43,91.82,1.7,64.29,16.52,22.73,0.05,0.36,0.24,0.12,0.12,100,0.12,3.88,78.13,2.06,58.82,0.24,100,0.97,0.24,5.7,78.72,0,,0,,0,0,0,0,,,0.73,,,0,0,0,0,0,0
A. Gunn,Norwich City,Norwich City,GK,28,2500000,30/06/2025,11,1044,0,0,0,0,0.78,88.89,England,"England, Scotland",right,196,77,no,0.95,0,0,0.6,85.71,0,0,0,0.95,1.31,0,1,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,100,0,0,0,18.19,0,0.17,28.53,91.84,11.98,82.73,0,0,12.24,99.3,22.16,99.22,6.29,67.12,22.79,44.08,0,0,0,0,0,0,0,1.21,50,0,0,0,0,0,0,4.22,67.35,13,1.12,42,3.62,1,69.05,9.56,0.82,-3.44,-0.297,0,1.64,0.6,,,,0,0,0
B. Mumba,Plymouth Argyle,Plymouth Argyle,"LB, LWB",23,2500000,30/06/2027,17,1481,0,0.03,1,0.87,18.23,53,England,"England, Congo DR",right,168,61,no,8.81,7.47,65.04,1.7,42.86,0.36,0.47,0.24,3.59,4.6,1.22,3,0.18,0,0,1.58,0,0,0,0,0,0,2,0.12,50,0,0.06,1.09,11.11,0.97,6.25,0.12,50,0.06,1.82,76.67,7.05,44.83,0.79,2.07,0.24,27.35,0.43,1.34,37.49,86.06,11,81.22,6.75,94.59,13.73,89.82,34.94,90.26,1.52,40,18.33,25.96,0.05,0.67,0,0,0,0,0.24,3.22,77.36,1.34,54.55,0,0,0.61,0.18,5.1,64.29,0,,0,,0,0,0,0,,,0.67,,,0,0,0,0,0,0
J. Rothwell,Leeds United,Leeds United,"LDMF, LCMF",29,2500000,30/06/2026,16,928,0,0.42,1,1.65,6.01,58.06,England,England,right,185,77,yes,3.78,2.33,66.67,0.97,50,0.1,0.15,0.19,2.13,3.4,0.39,1,0.1,0,0,0.68,0,0,0,0.04,0,0,7,0.68,14.29,0,0.1,0.58,33.33,0.39,50,0.19,0,0.1,0.39,75,2.04,52.38,0.29,1.94,0.19,47.04,0.1,0.39,58.09,91.99,13.29,81.02,10.38,96.26,24.92,95.33,54.02,94.43,3.49,63.89,16.39,30.86,0.16,1.65,0,0,0.1,100,0.19,7.95,81.71,2.04,47.62,0.58,50,0.87,0.19,6.4,84.85,0,,0,,0,0,0,0,,,0.78,,,0.97,0.1,0,5.14,0,0
O. Dovin,Coventry City,Coventry City,GK,22,2500000,30/06/2028,11,1101,0,0,0,0,0.49,83.33,England,"England, Sweden",right,187,77,no,0.49,0.08,0,0.33,100,0,0,0,0.49,0.69,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,100,0.08,100,0,0,0,15.78,0.16,0,23.3,91.58,10.14,83.06,0.08,100,11.28,97.83,17.66,98.61,5.64,69.57,25.79,43.37,0,0,0,0,0,0,0,0.49,66.67,0,0,0.08,0,0,0,4.58,66.07,14,1.14,39,3.19,1,64.1,12.45,1.02,-1.55,-0.127,0,0.9,0.33,,,,0,0,0
M. Lowe,Sheffield Wednesday,Sheffield Wednesday,"LB, LCB, LWB",27,2500000,,13,978,0,0.02,0,0.11,15,55.83,England,England,left,175,74,no,10.58,7.55,64.63,2.67,41.38,0.18,0.23,0.18,5.52,7,1.1,0,0,0,0,1.01,0,0,0,0,0,0,1,0.09,0,0,0,0.55,50,0.55,50,0,0,0,0.92,70,1.84,55,0.28,0.83,0,23.19,0.55,0.46,33.77,81.74,14.45,69.43,3.31,100,11.23,90.98,29.08,90.19,4.23,26.09,20.74,36.64,0.01,0.28,0,0,0.09,100,0,4.6,58,1.2,53.85,0.28,66.67,0.55,0.28,6.81,68.92,0,,0,,0,0,0,0,,,0.37,,,0,0,0,0,0,0
C. Bedia,Hull City,Hull City,CF,28,2500000,30/06/2027,15,829,2,3.11,0,0,15.74,27.59,Côte d'Ivoire,"Côte d'Ivoire, France",left,190,85,yes,2.39,2.61,45.83,3.37,35.48,0,0,0.22,1.19,1.66,1.85,0,0,0,0,1.19,0.22,1,0.11,0.34,0,0,14,1.52,50,14.286,0,0,0,0,0,0,0,0,1.41,30.77,5.86,16.67,2.5,0.33,0.11,3.04,0.76,0.11,6.19,91.23,1.19,90.91,2.82,100,0.76,71.43,6.08,91.07,0.11,100,10.02,1.92,0,0,0,0.11,0,0,0,0.54,80,0.33,66.67,0,0,0.33,0,0.65,83.33,0,,0,,0,0,0,0,,,0,,,0,0,0,0,1,100
M. Mehlem,Hull City,Hull City,"LCMF, RCMF, DMF",27,2500000,30/06/2026,11,882,0,0.86,2,0.86,13.67,41.79,Germany,Germany,right,174,67,no,4.18,4.29,45.24,1.63,37.5,0.41,0.57,0.1,1.84,2.55,1.43,2,0.2,0,0,1.33,0,0,0,0.09,0,0,9,0.92,11.11,0,0.2,1.12,27.27,0.31,33.33,0.82,25,0.1,1.53,60,5.71,39.29,2.65,0.51,0,13.57,0.82,1.94,21.22,81.25,4.8,65.96,6.63,89.23,5.61,83.64,19.18,85.11,0.92,66.67,16.51,20.09,0.09,1.02,0,0,0.1,0,0.31,1.53,66.67,1.43,50,0,0,0.82,0.31,2.45,66.67,0,,0,,0,0,0,0,,,0.2,,,0.1,0.1,0,1.53,0,0
E. Riis,Preston North End,Preston North End,CF,26,2500000,30/06/2025,17,1342,3,4.22,2,0.39,19.85,33.11,Denmark,Denmark,right,190,83,no,2.82,2.41,72.22,5.5,29.27,0.27,0.35,0.13,0.8,1.06,0.74,2,0.13,0,0,2.08,0.2,3,0.2,0.28,0,0,27,1.81,40.74,11.111,0.13,0.8,8.33,0.13,0,0.67,10,0,2.68,42.5,8.05,26.67,2.88,0.74,0.07,8.11,1.61,0.6,12,63.69,2.08,51.61,3.15,82.98,2.68,67.5,10.6,68.35,0.6,55.56,15.52,11.84,0.03,0.4,0.07,0.07,0.13,100,0.34,0.54,50,0.6,55.56,0.2,100,0.54,0.07,1.41,57.14,0,,0,,0,0,0,0,,,0.07,,,0,0,0,0,0,0
G. Chakvetadze,Watford,Watford,"CF, AMF, LWF",25,2500000,30/06/2027,17,1590,1,1.88,3,3.84,19.3,44.87,Georgia,Georgia,right,183,78,no,3.28,3.68,55.38,1.25,45.45,0.23,0.32,0.17,1.02,1.43,0.85,3,0.17,0,0,4.19,0.06,1,0.06,0.11,0,0,31,1.75,22.58,3.226,0.17,2.15,23.68,1.75,25.81,0.4,14.29,0.4,5.21,61.96,13.08,44.59,2.49,5.77,1.81,21.96,1.08,1.02,32.43,82.9,8.15,74.31,9.45,95.81,8.6,84.87,28.02,89.49,2.32,56.1,17.74,42.02,0.22,1.42,0.11,0,0.11,50,0.51,4.53,77.5,3.06,48.15,0.57,30,1.47,0.51,3.34,83.05,0,,0,,0,0,0,0,,,0.34,,,1.08,0.23,25,3.17,0,0
M. O’Leary,Bristol City,Bristol City,GK,28,2500000,30/06/2026,17,1672,0,0,0,0,0.65,66.67,Republic of Ireland,Republic of Ireland,right,185,78,no,2.31,0.05,0,0.27,100,0.05,0.07,0,2.26,2.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,75,0,0,0,14.96,0.32,0.11,23.9,82.21,15.39,74.48,0,0,7.64,95.77,13.08,96.3,10.82,65.17,36.22,50.86,0,0,0,0,0,0,0,2.85,52.83,0.05,0,0,0,0,0,7.86,71.23,21,1.13,57,3.07,4,63.16,19.43,1.05,-1.57,-0.085,0,1.08,0.27,,,,0,0,0
C. Pring,Bristol City,Bristol City,"LB, LWB, LCB",26,2500000,30/06/2026,13,915,0,0,0,0.44,18.39,54.55,England,England,left,185,71,no,8.07,5.8,66.1,5.21,50.94,0.89,1.27,0.39,3.34,4.79,0.69,1,0.1,0,0,0.79,0,0,0,0,0,0,0,0,0,0,0,1.18,16.67,1.08,18.18,0.1,0,0.2,0.98,50,5.51,48.21,0.89,2.36,0.3,29.31,2.95,1.77,39.64,76.67,14.46,59.18,10.52,96.26,10.33,84.76,33.93,84.06,4.72,35.42,18.68,33.21,0.04,0.79,0,0,0.2,50,0.2,5.41,47.27,1.97,55,0.59,33.33,1.18,0.2,6.69,64.71,0,,0,,0,0,0,0,,,0.59,,,0,0,0,0,0,0
T. Sakamoto,Coventry City,Coventry City,"RAMF, LCMF, RWF",28,2500000,30/06/2026,15,737,1,0.57,2,1.77,19.66,47.2,Japan,Japan,right,170,63,no,4.4,5.13,64.29,2.2,33.33,0.24,0.4,0,0.85,1.39,1.34,1,0.12,0,0,3.91,0.12,1,0.12,0.07,0,0,8,0.98,37.5,12.5,0.24,3.42,50,0.73,33.33,2.69,54.55,0.37,4.03,45.45,9.77,42.5,2.56,0.85,0.24,20.27,0.98,1.71,29.92,82.04,6.72,76.36,10.87,93.26,7.2,77.97,24.91,89.22,1.83,33.33,16.5,21.15,0.22,1.1,0.24,0,0.12,0,0.61,2.32,57.89,3.54,65.52,0.37,33.33,0.98,1.83,3.66,86.67,0,,0,,0,0,0,0,,,0.12,,,0.24,0,0,0.73,0,0
B. Thomas,Coventry City,Coventry City,"RCB, CB",23,2500000,30/06/2027,14,1403,2,1.35,0,0.03,11.93,68.28,England,England,right,186,77,no,6.99,3.85,80,5.2,65.43,0.19,0.28,0.71,3.72,5.32,0.58,2,0.13,0,0,0.38,0.13,2,0.13,0.09,2,0.13,11,0.71,27.27,18.182,0,0.06,100,0,0,0.06,100,0,0.13,100,0.83,61.54,0.77,1.03,0,39.71,0.26,0.71,54.59,88.37,19.89,74.19,3.4,98.11,26.69,96.88,48.3,92.96,6.22,52.58,22.22,41.39,0,0.06,0,0.06,0,0,0,6.74,64.76,0.38,16.67,0.51,25,0.06,0.06,8.98,75,0,,0,,0,0,0,0,,,2.76,,,0,0,0,0,0,0
L. Lindsay,Preston North End,Preston North End,"CB, LCB",29,2200000,30/06/2025,13,1232,0,0.69,0,0.04,18.85,60.85,Scotland,Scotland,left,193,79,no,10.67,7.09,62.89,6.36,65.52,0.44,0.57,0.37,5.77,7.45,1.46,3,0.22,1,0.07,0.37,0,0,0,0.05,0,0,4,0.29,25,0,0,0.07,100,0.07,100,0,0,0,0.22,100,1.9,38.46,0.58,0,0,21.4,0.15,0.8,37.4,85.94,14.83,71.92,2.12,100,17.53,95.83,32.51,91.24,4.82,50,21.75,39.82,0,0.07,0.07,0,0,0,0.07,3.65,72,0.22,0,0.22,0,0.15,0,6.28,62.79,0,,0,,0,0,0,0,,,1.61,,,0,0,0,0,0,0
L. Millar,Hull City,Hull City,"LW, LWF",25,2200000,30/06/2027,11,665,1,1.43,1,0.78,23.55,48.85,Canada,"Canada, England",right,181,75,no,6.23,5.68,54.76,1.89,35.71,0.14,0.19,0,2.98,4.23,1.49,3,0.41,0,0,8.53,0.14,1,0.14,0.19,0,0,18,2.44,22.22,5.556,0.14,5.41,32.5,4.47,30.3,0.68,40,0.68,9.47,61.43,15.16,49.11,4.87,6.9,1.08,28.15,3.11,1.35,36.95,79.85,5.82,62.79,12.59,95.7,11.77,79.31,29.91,90.5,1.76,38.46,18.17,26.65,0.11,1.22,0,0,0.68,60,0.54,2.44,44.44,5.28,64.1,0.41,66.67,2.57,2.17,7.58,80.36,0,,0,,0,0,0,0,,,0.27,,,0.27,0,0,0.54,0,0
A. McCann,Preston North End,Preston North End,"LCMF, LDMF",24,2200000,30/06/2027,13,1147,1,0.96,0,0.1,15.46,49.75,Scotland,"Scotland, Northern Ireland",right,176,65,no,10.28,7.22,65.22,2.98,34.21,1.57,2.12,0.31,4,5.41,1.73,5,0.39,0,0,0.78,0.08,1,0.08,0.08,0,0,6,0.47,16.67,16.667,0,0.63,62.5,0.55,57.14,0.08,100,0.08,0.71,44.44,3.06,41.03,0.63,0.47,0,20.71,0.31,0.86,33.5,84.07,8.87,62.83,6.43,96.34,11.3,90.97,30.84,88.3,2.12,29.63,16.38,18.85,0.01,0.24,0,0,0,0,0.08,4.39,66.07,0.86,54.55,0.24,33.33,0.24,0.24,3.77,54.17,0,,0,,0,0,0,0,,,0.63,,,0,0,0,0,0,0
